"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","UNIT","FREQUENCY","SCALE","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_MA(10.0.1)","NER.BM_MAI.XDC.A","OBS_VALUE","Niger","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","155188.7","126538.3","183044.2","199293.853883","208795.718923","233189.557415","340923.88185","372911.266808","450079.146908","551856.431366","589603.741134","776604.753667","852268.712711","1064597.547898","1113411.88515","1209950.487708","1150408.46575224","1126203.710689","1295776.51907357","1516246.67887545","1663758.399827","1862123.697131","1844902.915519","1972514.877139","2181793.33703"
"IMF.STA:MFS_MA(10.0.1)","ZMB.BM_MAI.XDC.A","OBS_VALUE","Zambia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","2640.7029764","3384.4968964","4229.86305026866","5581.58524596905","5763.2640044763","8301.87160759936","10399.4604335119","12815.1120550822","13796.9074189235","17916.5363694215","21804.779574766","25698.988305861","31042.2138931948","34959.1469208832","47262.134733633","44567.1190248178","54084.9378827284","62997.0581683077","70900.1806626754","103828.741051471","107625.784155129","133998.291981009","166935.020314958","205265.681362125","223141.832759928"
"IMF.STA:MFS_MA(10.0.1)","BFA.BM_MAI.XDC.A","OBS_VALUE","Burkina Faso","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","380495.1","369009.5","623913.6","596826.59836891","582167.359967123","642199.388668265","693314.603427302","880275.235783709","1086730.64631497","1281871.0727324","1466269.29017106","1694419.30081874","1878317.24422314","2085265.36039446","2490128.05374952","2780628.74746318","3366717.52096862","3718265.966335","4056409.71471854","4779213.36994058","5585099.701077","5716873.522973","5552008.526727","5932191.584424","6963028.235933"
"IMF.STA:MFS_MA(10.0.1)","CIV.BM_MAI.XDC.A","OBS_VALUE","Côte d'Ivoire","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1721287.4","2233866.3","1615546.9","1737810.27467767","1734737.95546889","1963128.51785743","2594327.90992619","2802312.73627085","3395556.31439212","4044800.67796723","4490367.6870264","4708415.14440285","5242357.1631971","5985607.6872314","7072276.29908632","7852947.27951066","8574900.5001697","9723654.645046","10770015.3103104","13042567.7117047","15487394.121215","16878624.072339","17440073.865948","19819798.87403","24529366.719552"
"IMF.STA:MFS_MA(10.0.1)","ZMB.BMM5_SI.XDC.A","OBS_VALUE","Zambia","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54084.9378827284","62997.0581683077","70900.1806626754","103828.741051471","107625.784155129","133998.291981009","166935.020314958","205265.681362125","223141.832759928"
"IMF.STA:MFS_MA(10.0.1)","MLI.BMM5_SI.XDC.A","OBS_VALUE","Mali","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","724168.648347","809291.19266","888883.464104","877770.937843","763225.370081","1084773.271641","1261935.029674","1424959.714294","1645628.127237","1780524.947332","1883660.181814","2079428.073669","2302852.530213","2402485.87458143","2702962.733384","2820966.994077","3166839.892204","4319965.92035","4783088.309661","4729081.613673","4814325.51895","5391953.760171"
"IMF.STA:MFS_MA(10.0.1)","CIV.BMM5_SI.XDC.A","OBS_VALUE","Côte d'Ivoire","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1737810.27467767","1734737.95546889","1963128.51785743","2594327.90992619","2802312.73627085","3395556.31439212","4044800.67796723","4490367.6870264","4708415.14440285","5242357.1631971","5985607.6872314","7072276.29908632","7852947.27951066","8574900.5001697","9723654.645046","10770015.3103104","13042567.7117047","15487394.121215","16878624.072339","17440073.865948","19819798.87403","24529366.719552"
"IMF.STA:MFS_MA(10.0.1)","NER.BMM5_SI.XDC.A","OBS_VALUE","Niger","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199293.853883","208795.718923","233189.557415","340923.88185","372911.266808","450079.146908","551856.431366","589603.741134","776604.753667","852268.712711","1064597.547898","1113411.88515","1209950.487708","1150408.46575224","1126203.710689","1295776.51907357","1516246.67887545","1663758.399827","1862123.697131","1844902.915519","1972514.877139","2181793.33703"
"IMF.STA:MFS_MA(10.0.1)","BEN.BMM5_SI.XDC.A","OBS_VALUE","Benin","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458115.719383057","535355.780459013","681118.197649723","809795.666580439","1015663.96995034","1097023.69007941","1204204.51344378","1317161.25262075","1415426.02339359","1660757.18933168","1965532.35578339","2086146.30286285","2089806.84119246","2111622.09745665","2212956.451246","2345988.93465948","2751889.33562103","3210532.45739","3628256.866555","3612514.206572","3663585.378765","4225718.409316"
"IMF.STA:MFS_MA(10.0.1)","GNB.BMM5_SI.XDC.A","OBS_VALUE","Guinea-Bissau","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42985.2760607609","50959.1665080324","53158.8576960471","67301.5706245874","87309.7441182625","93623.8355845095","111923.440712039","162873.358776057","154095.140633641","161792.125828046","240712.90108118","306169.01896185","334761.227353262","344188.356426546","365030.793649","365954.961115328","399230.590351423","482643.929792","499566.365656","494092.539028","524887.486211","547444.005868"
"IMF.STA:MFS_MA(10.0.1)","BFA.BMM5_SI.XDC.A","OBS_VALUE","Burkina Faso","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","596826.59836891","582167.359967123","642199.388668265","693314.603427302","880275.235783709","1086730.64631497","1281871.0727324","1466269.29017106","1694419.30081874","1878317.24422314","2085265.36039446","2490128.05374952","2780628.74746318","3366717.52096862","3718265.966335","4056409.71471854","4779213.36994058","5585099.701077","5716873.522973","5552008.526727","5932191.584424","6963028.235933"
"IMF.STA:MFS_MA(10.0.1)","BGD.BM_MAI.XDC.A","OBS_VALUE","Bangladesh","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1173131","1343240","1532211","1748702","2025231","2434644","2764498","3218075","3869555","4685213","5477734","6409569","7361378","8510505","9777918","11410611","12978360","14471672","16194563","18313603","19994006","21494016","23001446","24411665","26391881"
"IMF.STA:MFS_MA(10.0.1)","BRB.BM_MAI.XDC.A","OBS_VALUE","Barbados","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","5359.648","6183.683","6469.169","7227.95","8448.445","8900.03100399","10761.233142","10885.418561","10947.794288","","","9466.46687334966","9822.28435888584","10133.4771967794","10753.8127771629","11200.4057943411","11336.4968398358","11321.9102995334","11657.3830496487","12503.4514962506","13249.9791859016","13958.2607329952","14089.1568755261","",""
"IMF.STA:MFS_MA(10.0.1)","NZL.BM_SA_SI.XDC.A","OBS_VALUE","New Zealand","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:MFS_MA(10.0.1)","ZAF.BM_MAI.XDC.A","OBS_VALUE","South Africa","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","599521.61","709151.275","803827.237","909554.616","1097809.227","1346166.717","1668319.7277681","1914200.2510519","1947910.9628147","2082979.6910705","2256726.9538866","2373438.7845686","2513865.4436408","2696861.976261","2975276.4483504","3156156.860453","3358956.8676666","3547045.5425325","3763778.7236814","4118602.4312393","4353774.0204553","4729841.0885177","5089013.0545337","5430442.4611884","5874368.3188154"
"IMF.STA:MFS_MA(10.0.1)","ZAF.BM_SA_SI.XDC.A","OBS_VALUE","South Africa","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","701634.58","800032.03","910584.2","1098569.544","1350994.018","1682148.8675655","1927804.4306572","1964663.7540365","2090338.8680773","2244818.6717849","2359180.9622475","2498378.3366111","2680113.4236423","2977693.3913004","3175326.3090634","3369239.6637955","3540302.9329957","3742831.249887","4130337.2783599","4366152.4038011","4722379.4688383","5103315.3703101","5439907.8852433","5882466.1370283"
"IMF.STA:MFS_MA(10.0.1)","BGD.BMM5_SI.XDC.A","OBS_VALUE","Bangladesh","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8510505","9777918","11410611","12978361","14471672","16194563","18313603","19994006","21494016","23001446","24411665","26391881"
"IMF.STA:MFS_MA(10.0.1)","ZAF.BMM5_SI.XDC.A","OBS_VALUE","South Africa","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3358956.8987219","3547045.5703518","3763778.7606078","4118602.466973","4353774.064225","4729841.1230393","5089013.0941251","5430442.4994574","5873811.3036456"
"IMF.STA:MFS_MA(10.0.1)","UKR.BM_MAI.XDC.A","OBS_VALUE","Ukraine","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","45755.20594522","65128.83673955","95334.12291483","125704.91227265","194070.53539629","261063.35648975","396156.38945969","515727.11897035","487298.23474334","597871.5501608","685514.57466687","773198.63084842","908994.28726829","956727.72384663","994061.99078158","1102700.19962063","1208859.31293489","1277635.36555192","1438310.88387848","1850007.35197374","2071358.03822882","2501621.40840085","3077185.24407658","3488376.80311547","4021311.51628944"
"IMF.STA:MFS_MA(10.0.1)","SLV.BMM5_SI.USD.A","OBS_VALUE","El Salvador","Broad Money, M5","US dollar","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","7649.48","7488.84","7636.79","7912.41","8217.24","9079.51","10655.88","10532.8","10763.93838303","10779.503283613","10556.35222493","10692.45230793","10950.20414402","10984.5045366543","11745.13870771","12103.06718285","13449.06352424","14265.24288335","15877.95281667","17286.70099075","17677.03311868","18498.94621357","20142.31747561","20809.91590205","23574.1975011"
"IMF.STA:MFS_MA(10.0.1)","NOR.BM_SA_SI.XDC.A","OBS_VALUE","Norway","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1406771","1424129","1516266","1612877","1684037","1800287","1913252","1918892","2017412","2141019","2271240","2370290","2655710","2943389","3111588","3119470","3241189",""
"IMF.STA:MFS_MA(10.0.1)","SLV.BM_MAI.USD.A","OBS_VALUE","El Salvador","Broad Money","US dollar","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","7649.47524287143","7488.83551065143","7636.78541579823","7912.41172964411","8217.24355176671","9079.5141128469","10655.882682508","10532.7966440617","10763.93838303","10779.503283613","10556.35222493","10692.45230793","10950.20414402","10984.5045366543","11745.13870771","12103.06718285","13449.06352424","14265.24288335","15877.95281667","17286.70099075","17677.03311868","18498.94621357","20142.31747561","20809.91590205","23574.1975011"
"IMF.STA:MFS_MA(10.0.1)","CPV.BM_MAI.XDC.A","OBS_VALUE","Cabo Verde","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","45580.7","52062.7","56539.98581605","62523.397","72389.5048853","85440.887942","94616.7493395901","101783.48609832","105306.866284","110999.181084977","116088.04445011","123406.79723201","137490.936301006","147716.210002391","156929.368375627","170042.746291283","181104.797393125","183630.190391211","199143.547419477","206660.867948184","212936.43148426","225290.31128214","239417.08608153","257947.91583567","281725.55968565"
"IMF.STA:MFS_MA(10.0.1)","MNE.BM_MAI.EUR.A","OBS_VALUE","Montenegro","Broad Money","Euro","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1700.73608148416","1857.38392628691","2063.84287232878","2252.94628527","2544.91392158","2624.96869851","2581.16519665","2484.41461478","2872.25837444","3531.39822805","3954.07518848","4345.6424504","4772.96486279"
"IMF.STA:MFS_MA(10.0.1)","SMR.BM_MAI.EUR.A","OBS_VALUE","San Marino, Republic of","Broad Money","Euro","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055.54303045261","2016.02459803","1939.9501253","2155.45640615","2185.07874546","2086.08388382","2252.38812262","2127.25120006","2008.6086312","1784.00890069","1474.08024864","1472.835","1539.14789169","1635.11630656536","3190.36648571863","3085.42236480559","2685.93357388188","2643.81681702","2496.88425578","2633.31227803","2761.84673135","2803.36696542","2823.94127847","2924.6895996","2951.30879249"
"IMF.STA:MFS_MA(10.0.1)","ROU.BM_SA_SI.XDC.A","OBS_VALUE","Romania","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0"
"IMF.STA:MFS_MA(10.0.1)","UKR.BMM5_SI.XDC.A","OBS_VALUE","Ukraine","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1208859.31293489","1277635.36555192","1438310.88387848","1850007.35197374","2071358.03822882","2501621.40840085","3077185.24407658","3488376.80311547","4021311.51628944"
"IMF.STA:MFS_MA(10.0.1)","CPV.BMM5_SI.XDC.A","OBS_VALUE","Cabo Verde","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178620.818705948","181552.711082112","196281.769966402","203357.233611725","209406.90287927","221800.47917591","235811.28658085","253556.85148244","278813.583986889"
"IMF.STA:MFS_MA(10.0.1)","MYS.BM_MAI.XDC.A","OBS_VALUE","Malaysia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","488183.36026334","510073.62090839","554078.59000869","624375.10991645","679277.47445964","771869.840064","833021.50422672","920783.86095932","992051.86999263","1064945.22288691","1220724.75286892","1328710.30534389","1427000.33053742","1516959.11756427","1563128.30125121","1606913.61334978","1681548.95123343","1810826.83683064","1859261.3902192","1944661.87137111","2052766.28781308","2134815.66251142","2259301.05414435","2333320.84910485","2440630.77336704"
"IMF.STA:MFS_MA(10.0.1)","NPL.BM_MAI.XDC.A","OBS_VALUE","Nepal","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291091.08502642","319453.796795","373713.088927","442956.8651","615006.913318308","797170.951386408","873613.448952704","1036718.72716363","1190738.8267496","1448629.1582897","1682442.63693576","2093548.52714089","2457062.58639165","2751120.52353945","3294618.07562246","3749717.95550141","4578927.3741702","5251646.515713","5653023.79175807","6476098.51568711","7202999.9434159","8134570.40120032"
"IMF.STA:MFS_MA(10.0.1)","IDN.BM_MAI.XDC.A","OBS_VALUE","Indonesia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1033876781.462","1202762248.37547","1382493281.36562","1649661781.092","1895838620.05598","2141383778.98218","2471205870.9","2877219653.87607","3307507636.80437","3730197122.28067","4173326611.65707","4548800392.7628","5004976786.4986","5419165045.82505","5760046195.30001","6136776537.82242","6905939297.54567","7870452852.89976","8528022306.38254","8826531018.81508","9246630111.42115","10134654190.413"
"IMF.STA:MFS_MA(10.0.1)","NPL.BMM5_SI.XDC.A","OBS_VALUE","Nepal","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291091.08502642","319453.796795","373713.088927","442956.8651","615006.913318308","797170.951386407","873613.448952705","1036718.72716363","1190738.8267496","1448629.1582897","1682442.64","2093548.53","2457062.58639165","2751120.52353945","3252780.94045023","3711404.21604118","4545662.71744362","5224114.18927788","5612522.08396635","6476262.60202653","7203001.67603165","8134381.26427726"
"IMF.STA:MFS_MA(10.0.1)","MDA.BM_SA_SI.XDC.A","OBS_VALUE","Moldova, Republic of","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11465.2","15462.4","19280.7800969","27047.3","31134.95","32138.65","36495.61","40405.5878","47156.6167","50062.6149635426","65257.1568804531","63405.128546957","69898.5182478497","76412.126761463","82550.540587237","89307.243261237","106976.680315309","119005.978140007","125164.337893968","148201.307","168555.454","189407.153"
"IMF.STA:MFS_MA(10.0.1)","MDA.BM_MAI.XDC.A","OBS_VALUE","Moldova, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","4789.818921","6538.273476","8523.676329","11772.993043","15826.816618","19558.100418","27344.237138","31680.771857","32684.46434363","37136.7360248","41074.10879787","49626.1910074724","62782.5006714496","65972.9883837651","64005.3788335477","70548.7271234927","77055.88","83194.003896","89950.70657","107630.95887213","119773.33987673","126086.91272754","149180.62927709","169668.92938578","190477.61188597"
"IMF.STA:MFS_MA(10.0.1)","MDV.BM_MAI.XDC.A","OBS_VALUE","Maldives","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","3254.29121714","3956.71857738","4636.45452929","6090.81288794","6737.21018529161","8008.6519399926","9938.81971464","12110.27237431","13855.27539068","15883.97011231","19062.23907737","20001.61151555","23676.72845085","27197.05575429","30491.92428362","30436.28260907","32005.87528908","33088.32622659","36241.44026043","41384.96135107","52221.65980637","55374.69235711","59241.66343145","59199.51533149","71874.87058003"
"IMF.STA:MFS_MA(10.0.1)","EGY.BM_MAI.XDC.A","OBS_VALUE","Egypt, Arab Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","469181.371315","523087.281585","601561.424441","716545.3719","791660.0728","866650.8023","974275.94780046","1039210.32647927","1167524.79286748","1388078.59250845","1606928.41039147","1905896.8697952","2658900.37033787","3202658.6229393","3628680.7510172","4110515.51810293","4920524.92586382","5822649.48661002","7402740.41982486","8877593.65517456","11636422.0432276","14027761.8310372"
"IMF.STA:MFS_MA(10.0.1)","ECU.BM_MAI.USD.A","OBS_VALUE","Ecuador","Broad Money","US dollar","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6805.4826609209","8023.10476","9978.286642","11930.03927","13477.484941","15648.273231","19388.551217","20762.982419","24175.991197","28193.760874","32975.183886","37577.439203","43191.756733","41107.061552","48437.875254","38745.33792","40557.27073","44148.605459","48545.07754","54664.016019","60196.24661575","63335.83553351","71217.20069332","80935.97495063"
"IMF.STA:MFS_MA(10.0.1)","MNG.BM_MAI.XDC.A","OBS_VALUE","Mongolia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","331064.280826","470298.70496811","703332.41568915","847032.44328899","1140159.05045442","1536590.41399075","2401249.71188053","2267415.26199884","2879429.72567863","4678683.6717294","6411181.69530806","7611876.98614084","9452551.8026871","10634330.6949705","10048995.8267847","12158529.9360846","15861198.5451781","19474697.5696298","20833642.01195","24480747.6817811","27863476.5394239","29664808.0112964","37624081.2435584","43276310.7467428",""
"IMF.STA:MFS_MA(10.0.1)","MDV.BMM5_SI.XDC.A","OBS_VALUE","Maldives","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","1268.07","1463.434","1845.889","2276.189","2799.872","2898.633","3019.53626788","3254.29121714","3956.71857738","4636.45452929","6090.81288794","6737.21018529161","8008.6519399926","9938.81971464","12110.27237431","13855.27539068","15883.97011231","19062.23907737","20001.61151555","23676.72845085","27197.05575429","30491.92428362","30436.28260907","32005.87528908","33088.32622659","36241.44026043","41384.96135107","52221.65980637","55374.69235711","59241.66343145","59199.51533149","71874.87058003"
"IMF.STA:MFS_MA(10.0.1)","MYS.BMM5_SI.XDC.A","OBS_VALUE","Malaysia","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1460356.11631169","1557612.31459431","1603938.03518889","1655224.991408","1736444.68081854","1894517.21814177","1961553.87012221","2040993.89561261","2171798.67048355","2265666.77939464","2402067.893833","2488430.48135352","2591321.81859524"
"IMF.STA:MFS_MA(10.0.1)","AZE.BMM5_SI.XDC.A","OBS_VALUE","Azerbaijan, Republic of","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22772.07045102","24060.39317492","28866.30617183","29185.8075723","34646.64148651","42824.92999471","45073.45443548","46494.84832363","49860.30720246"
"IMF.STA:MFS_MA(10.0.1)","GUY.BM_MAI.XDC.A","OBS_VALUE","Guyana","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","116730.717869","126213.491558","138173.663318","151536.30237","160644.442539","187936.264713","212447.483849","238446.94159407","263379.170662","305020.1274775","345659.54069474","390228.4376767","412335.20266581","427204.28785773","442891.85504207","466937.04155618","463707.80533049","491448.45181663","562117.41029991","643638.45256169","732272.37292896","845756.4717077","1032549.03329051","1265558.70275864","1624442.40639244"
"IMF.STA:MFS_MA(10.0.1)","AGO.BMM5_SI.XDC.A","OBS_VALUE","Angola","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6481191.62724224","6521728.17561689","7853990.70960333","10219150.7438389","12702482.5943172","11518313.0514775","11355539.9081684","15643949.0415616","16420421.1188223","4827210.94870564"
"IMF.STA:MFS_MA(10.0.1)","AGO.BM_MAI.XDC.A","OBS_VALUE","Angola","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","41660.77428356","106793.512283318","179518.093989351","266677.656751023","428566.98008289","685068.28299118","1023638.86870559","2094018.35908265","2543723.05944795","2678230.07099343","3673111.01782533","3853026.88055006","4398099.01349082","5110115.93791213","5711899.2072705","6481191.62724224","6521728.17561689","7853990.70960333","10219150.7438389","12702482.5943172","11518313.0514775","11355539.9081684","15643949.0415616","16420421.1188223","17819928.4010393"
"IMF.STA:MFS_MA(10.0.1)","BOL.BM_MAI.XDC.A","OBS_VALUE","Bolivia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","34145.2542932672","32164.3174289323","36738.3752471356","34861.5679959744","39688.2998302696","48959.1275384958","62148.8034981762","77494.309364576","85343.1062249766","96125.1066785504","118201.47834089","141095.336029238","166645.874523672","192715.687688522","218038.615945278","218044.047269261","239826.990837713","249733.082308431","245833.546161457","172209.272403444","190763.171152764","200498.496606203","202759.698749475","226680.234021841","257738.139877042"
"IMF.STA:MFS_MA(10.0.1)","SLE.BMM5_SI.XDC.A","OBS_VALUE","Sierra Leone","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5172.26484995724","6096.12950655524","6522.30840463753","7464.85528257675","8533.02047529145","11790.9226633826","14391.0591912919","20398.49297596","27094.44778525","32018.47129115","38145.176493796"
"IMF.STA:MFS_MA(10.0.1)","BOL.BM_SA_SI.XDC.A","OBS_VALUE","Bolivia","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166823.005293301","184405.7","193816.6","196002.5","219125.8","249971.504014277"
"IMF.STA:MFS_MA(10.0.1)","BOL.BMM5_SI.XDC.A","OBS_VALUE","Bolivia","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200036.7092732","218353.93424039","228086.14778419","223603.218570822","247039.433587415","261895.239212185","275399.731297115","281308.400118316","306946.463165896","336279.629552716"
"IMF.STA:MFS_MA(10.0.1)","UGA.BM_MAI.XDC.A","OBS_VALUE","Uganda","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1656833.758509","2063205.268841","2433196.276406","2646677.994185","3101452.77508","3626247.77073363","4422791.0902772","5785727.69631691","6797701.62741876","9386510.97523514","10615960.6751131","12262035.1661793","13476373.8837829","15445084.8319765","17257661.0416658","19179474.4761607","21615281.9399519","23394685.0428002","27108857.9826664","31753235.4240734","33352147.1686178","35854461.7254684","39678287.6965087","42327646.413527","50808815.1333257"
"IMF.STA:MFS_MA(10.0.1)","UGA.BMM5_SI.XDC.A","OBS_VALUE","Uganda","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10615960.6751131","12262035.1661793","13476373.8837829","15445084.8319765","17257661.0416659","19179474.4761607","21615281.9399519","23394685.0428002","27108857.9826664","31753235.4240734","33352147.1686178","35854461.7254684","39678287.6965087","42327646.413527","50808815.1333257"
"IMF.STA:MFS_MA(10.0.1)","COL.BM_MAI.XDC.A","OBS_VALUE","Colombia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","64388193.8470649","67354883.306714","74444251.4134695","88803635.8013361","104462805.897153","123213449.741221","144643042.441388","171375939.568936","185181789.558089","206399294.189905","245457918.998096","284906953.722055","324038336.432888","353820365.189387","394230174.894183","422561794.745971","451252773.317049","364594560.74558","390804552.676936","468696079.578972","546582120.358752","614293639.663773","640641717.932251","713298438.460008","798259975.380579"
"IMF.STA:MFS_MA(10.0.1)","UGA.BM_SA_SI.XDC.A","OBS_VALUE","Uganda","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:MFS_MA(10.0.1)","COL.BMM5_SI.XDC.A","OBS_VALUE","Colombia","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","504616277.36517","544820494.919504","618810117.022354","693454564.516295","768085057.11186","819141438.020963","880501721.928041","973741303.469628"
"IMF.STA:MFS_MA(10.0.1)","ARG.BMM5_SI.XDC.A","OBS_VALUE","Argentina","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422751.817","531401.31","716870.11","910614.093","1182398.044","1648856.767","2334518.369","3037661.976","4484008.469","5644655.829","9388817.978","14203565.491","26658073.7981596","68924197.8280645","153766355.470301","222734864.153599"
"IMF.STA:MFS_MA(10.0.1)","GEO.BMM5_SI.XDC.A","OBS_VALUE","Georgia","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13120.378","15886.612","18204.387","20738.62","24113.481","30379.59","33846.235","37581.907","43369.306","49467.603","57650.69"
"IMF.STA:MFS_MA(10.0.1)","ARG.BM_MAI.XDC.A","OBS_VALUE","Argentina","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422751.817","531401.31","716870.11","910614.093","1182398.044","1648856.767","2334518.369","3037661.976","4484008.469","5644655.829","9388817.978","14203565.491","26658073.7981596","68924197.8280645","153766355.470301","222734864.153599"
