"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","UNIT","FREQUENCY","SCALE","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_MA(10.0.1)","GTM.BMM5_SI.XDC.A","OBS_VALUE","Guatemala","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267488.62601935","293302.998073753","318967.322280943","376591.474999398","406810.3672808","435321.162679314","461698.989702164","499615.400341793","572023.373813238"
"IMF.STA:MFS_MA(10.0.1)","COM.BM_MAI.XDC.A","OBS_VALUE","Comoros, Union of the","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","32617.264097","36290.265462","35539.969464","34511.835862","36947.84052","41567.869202","45541.048334","50792.800422","57570.96461067","68746.6787077524","75326.9637970801","87372.620848999","89862.4185846276","97138.5262032319","113759.24244616","125430.538142426","127709.350546042","138528.2482784","146710.69623127","165632.00997858","196342.773160751","210829.566003","230557.510848367","242210.703849839","285912.594850326"
"IMF.STA:MFS_MA(10.0.1)","BRN.BM_MAI.XDC.A","OBS_VALUE","Brunei Darussalam","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","7811.02276127","7958.29337143","8282.2801798","9593.75208727","9162.28113842","9356.23694526","9983.68065633","10939.99370585","11996.31641103","12572.9848216852","13837.184842331","13961.5920595603","14166.3065510533","14622.6211511084","14365.3558642615","14582.1677260329","14517.7750525734","14929.7191699996","15567.0629038751","15500.1757126524","15919.5478156647","16118.7817054706","16552.2703059347","17153.6141891765","17522.8235905551"
"IMF.STA:MFS_MA(10.0.1)","JPN.BM_MAI.XDC.A","OBS_VALUE","Japan","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015077200","1024450900","1029988100","1036393400","1038610000","1031200500","1038138900","1047065100","1069110100","1088385800","1120152700","1144574500","1185244100","1219178800","1255691400","1304068700","1349538900","1380883200","1409421700","1513111400","1557664700","1593024900","1627028700","1628215600","1638007900"
"IMF.STA:MFS_MA(10.0.1)","JPN.BMM5_SI.XDC.A","OBS_VALUE","Japan","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1029206900","1037714000","1041610400","1037198100","1045189200","1053153000","1074262000","1095024400","1123507000","1148554600","1187450200","1220181900","1251008600","1290726600","1328577900","1357336500","1384760800","1491062700","1540285800","1575493700","1603795300","1619853100","1635086300"
"IMF.STA:MFS_MA(10.0.1)","BRN.BMM5_SI.XDC.A","OBS_VALUE","Brunei Darussalam","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","6794.16819967","9376.95238637","7811.02276127","7958.29337143","8282.2801798","9593.75208727","9162.28113842","9356.23694526","9983.68065633","10939.99370585","11996.31641103","12572.985","13837.184842331","13961.5920595603","14166.3065510533","14622.6211511084","14365.3558642614","14582.1677260329","14517.7750525734","14929.7191699996","15567.0629038751","15500.1757126524","15919.5478156647","16118.7817054706","16552.2703059347","17153.6141891765","17522.8235905551"
"IMF.STA:MFS_MA(10.0.1)","ATG.BM_MAI.XDC.A","OBS_VALUE","Antigua and Barbuda","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1848.429601","1947.394012","2250.76064","2388.832014","2600.161012","2901.541458","3231.33156","3338.058487","3011.163873","3018.5617201571","3062.79666632461","3142.01548232811","3184.23172833949","3228.5320295246","3416.327","3373.79","3618.29","3879.11344436","3861.70572","3524.9830622","4013.73024485","4198.21181262","4338.45139068","4538.52983103","4808.02738009"
"IMF.STA:MFS_MA(10.0.1)","KHM.BM_MAI.XDC.A","OBS_VALUE","Cambodia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","2206206.37025292","2892110.2692145","3338433.3768427","4284832.59689188","4962544.06734188","6974652.73778392","11287533.6579411","11902257.7","16137411.2","19574664.8","20345513.205254","28363734.8585124","34553453.9593185","45436650.9834399","53159602.8808951","64323108.0369451","79209386.4224541","100240470.021974","118436428.209088","136542097.848588","158938990.884873","171962126.821666","193530493.782156","227445424.952799","256780607.079016"
"IMF.STA:MFS_MA(10.0.1)","CRI.BMM5_SI.XDC.A","OBS_VALUE","Costa Rica","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8149575.64800547","9293395.20473881","9803145.08427687","10460474.8163182","11779300.2820246","13086984.1415557","15087174.2813593","16707061.7036687","18487371.0520464","20434044.7187178","21515453.7072118","22393789.1580432","25486672.3414264","27468210.9719374","27886890.845935","28520380.4086963","29605313.3682065","30796667.9349139"
"IMF.STA:MFS_MA(10.0.1)","KHM.BMM5_SI.XDC.A","OBS_VALUE","Cambodia","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34553453.9593185","45436650.9834399","53159602.8808951","64323108.0369451","79209386.4224541","100240470.021974","118436428.209088","136542097.848588","158938990.884873","171962126.821666","193530493.782156","227445424.952799","256780607.079016"
"IMF.STA:MFS_MA(10.0.1)","CRI.BM_MAI.XDC.A","OBS_VALUE","Costa Rica","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","2172271.45912092","2591179.66956107","3230597.72684807","3966986.84083754","5064907.4169244","6217433.95604374","7489609.99151891","9174989.08255662","10022868.2584161","10117212.0992619","10666927.8492896","11726464.8082212","12854453.4786643","14688602.2908534","15280379.4292302","15751944.1533223","15995713.0339142","16341086.1901701","17001122.4899303","20023406.059595","21779229.1567829","21266301.1134577","22323915.1835603","24810066.9570651","26210359.531024"
"IMF.STA:MFS_MA(10.0.1)","AIA.BM_MAI.XDC.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","564.517305","634.600751","675.149118","802.466362","1044.833933","1161.808249","1332.807022","1270.599966","1239.114605","1214.66303166599","1194.7264711248","1206.49348427396","1242.02598078503","1250.94458800907","1298.314","1050.4","1091.1","1126.28489276","1085.45407","919.16499093","950.03173827","1129.91400684","1264.09533445","1412.11924272","1471.14104043"
"IMF.STA:MFS_MA(10.0.1)","SUR.BM_MAI.XDC.A","OBS_VALUE","Suriname","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","574.09671487684","1244.36382225183","1491.6303120328","1975.12003277","2195.15184173","2790.93468767","3594.32056722788","4344.40128906005","4991.19247244","5524.2240304","6709.50000003316","8127.8241248425","9027.389925685","9519.45708457384","10638.4211929477","16192.4798698517","17600.4454069182","19195.8484040309","20288.9490376752","32879.114248614","47315.2891311923","69484.7996171521","83114.591429015","91252.3582853149","110246.515371156"
"IMF.STA:MFS_MA(10.0.1)","SUR.BMM5_SI.XDC.A","OBS_VALUE","Suriname","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16192.4798698517","17600.4454069182","19195.8484040309","20288.9490376752","32879.114248614","47315.2891311923","69484.7996171521","83114.591429015","91252.3582853149","110246.515371156"
"IMF.STA:MFS_MA(10.0.1)","USA.BM_MAI.USD.A","OBS_VALUE","United States","Broad Money","US dollar","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","7580500.19818105","7917998.72054051","8266683.1285418","8741359.85387703","9447094.07673934","10297599.3232027","11503807.5264822","12444255.8133456","13130258.002953","12768868.6709081","13622257.5211298","14289978.8168591","14933186.9844705","15706487.0727","16200148.206841","16823761.8569604","17631631.156299","18342259.9489118","19881523.881838","23770313.7230221","27226400.1227352","26990850.8838953","27482023.5716099","28933621.4602719","30682266.6698375"
"IMF.STA:MFS_MA(10.0.1)","KAZ.BM_MAI.XDC.A","OBS_VALUE","Kazakhstan, Republic of","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","971749.47393543","1650115.43283691","2065348.40543183","3677560.96451741","4629829.46746954","6267200.98308716","7487305.71163968","8482828.47416871","9752235.60422679","10522812.3815467","11598118.0007012","12801495.279469","17125874.6215386","19798591.5958296","19456330.3562019","20813371.383577","21322070.3087105","24917784.651574","30099290.6041472","34295954.5972072","38301571.8270324","45660003.0875327","52751740.0847269"
"IMF.STA:MFS_MA(10.0.1)","KAZ.BM_SA_SI.XDC.A","OBS_VALUE","Kazakhstan, Republic of","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:MFS_MA(10.0.1)","BDI.BM_MAI.XDC.A","OBS_VALUE","Burundi","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","125411.7","163267.975","204082.635","224954.415","280588.86","344174.52","361226.6","482732.4","565200.3","706363.915503","755801.566666667","877252.7","986748.8","1107089.4","1106380","1187101.8","1499512.9","1797468.9","2202818.6","2733847","3289945.4","4512504.7","5298056.8","6682253.6","8006107.5"
"IMF.STA:MFS_MA(10.0.1)","BDI.BMM5_SI.XDC.A","OBS_VALUE","Burundi","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","706363.915503","755801.566666667","877252.7","986748.8","1107089.4","1106380","1187101.8","1499512.9","1797468.9","2202818.6","2733847","3289945.4","4512504.7","5298056.8","6086169.3","7268467.9"
"IMF.STA:MFS_MA(10.0.1)","QAT.BMM5_SI.XDC.A","OBS_VALUE","Qatar","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","497547.9","603332.10007975","564008","578003.539","599887.1","608500.3","714481.8","722655.5","718207.7","743398.7"
"IMF.STA:MFS_MA(10.0.1)","URY.BM_MAI.XDC.A","OBS_VALUE","Uruguay","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","136813.88365131","172285.52868158","198466.16665845","192415.67637122","192468.56441668","214855.98007109","223053.40560158","286769.32372265","279170.817280166","341006.29000958","402356.39594248","442407.34800986","527303.028214822","629264.256965136","779139.70451252","809877.46043542","825351.1310881","923074.26531696","1070147.18326955","1330476.37504607","1554227.07902711","1527548.35739401","1547988.2028154","1794887.68797336","1809481.97440471"
"IMF.STA:MFS_MA(10.0.1)","QAT.BM_MAI.XDC.A","OBS_VALUE","Qatar","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","39814.157","43336.483","45728.732","55230.686","78901.272","110173.135","153735.376","184005.061","215081.732","264715.843","309965.67","381053.224","455714.936","504024.943","521383.06","497547.831","603332.104","564008","578003.539","599887.1","608500.3","714481.8","722655.5","718207.7","743398.7"
"IMF.STA:MFS_MA(10.0.1)","ARE.BM_MAI.XDC.A","OBS_VALUE","United Arab Emirates","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","154835","171128","197096","243886","318627","392871","555551","673723","728156","773863","813169","849656","1042904","1125428","1186817","1225455","1276139","1308432","1413166","1478607","1563025","1703625","2022886","2315218.144","2754893.46900817"
"IMF.STA:MFS_MA(10.0.1)","MAC.BM_MAI.XDC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","91550.005","98959.342","111090.046","120947.033","135659.793","168911.862","185540.565","189790.344","212233.314","243053.843","297963.895","374931.002","441410.532","487471.794","472829.009","532475.286","591465.63","651452.054","687520.576","692358.396","687540.07","717710.704","725579.553","782436.627","841149.288"
"IMF.STA:MFS_MA(10.0.1)","MEX.BM_MAI.XDC.A","OBS_VALUE","Mexico","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1780943.25386028","1871265.75781576","2046095.97300973","2313031.83123057","2543606.30582894","2713839.60251621","2989234.19365034","3255244.37111276","3630392.91700736","4093769.14836649","4502269","4956275.58376752","5366634.5","6020968.846","6754859.0086","7588052.75734","8439789.27922","8822023.71087373","9236663.55293168","10478072.4818172","11474295.1373028","12314704.4501838","13671506.424162","15560537.7394354","16923727.2938155"
"IMF.STA:MFS_MA(10.0.1)","ARE.BMM5_SI.XDC.A","OBS_VALUE","United Arab Emirates","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1276139","1308432","1413166","1478607","1563025","1703625","2022886","2315218.144","2754893.46900817"
"IMF.STA:MFS_MA(10.0.1)","MAC.BMM5_SI.XDC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","532475.286","591465.63","651452.054","687520.576","692358.396","687540.07","717710.704","725579.553","782436.627","841149.288"
"IMF.STA:MFS_MA(10.0.1)","MEX.BM_SA_SI.XDC.A","OBS_VALUE","Mexico","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752384.53925528","1837796.05659267","2002918.21908095","2256288.68245264","2469785.57237827","2626638.15219828","2898757.10563292","3146311.53633526","3516793.7717695","3969707.17728665","4384548","4851010.98835845","5279826.3","5947198.2","6677625.6","7505646.7","8324516.4","8750782.3","9175890","10397498.4","11355960.6","12197330.4","13565668.7","15403225.3536565","16737590.4087523"
"IMF.STA:MFS_MA(10.0.1)","TUN.BM_MAI.XDC.A","OBS_VALUE","Tunisia","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","17449.431187703","17991.778276227","18844.525229943","20381.378448656","22657.882357208","25324.111406636","28711.130269058","32538.745935771","36721.214305901","41037.602635803","44969.319060713","48596.3928629","51629.9937127","55732.9414922","58749.5091061","63473.0645248","71067.2412","76122.9163","84456.5346","93165.872267684","101255.73348199","110504.30890536","120398.427","132939.278","146951.671"
"IMF.STA:MFS_MA(10.0.1)","TUN.BM_SA_SI.XDC.A","OBS_VALUE","Tunisia","Broad Money, Seasonally adjusted (SA)","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44587.9416084976","48139.6156534222","51147.0064982041","55248.3765357007","58069.7162107729","62762.1930214308","67943.9592304304","74795.514","82349.968","89184.286","100459.023773216","110615.861396212","118845.786026708","129553.063837342","140638.02202493"
"IMF.STA:MFS_MA(10.0.1)","ISR.BM_MAI.XDC.A","OBS_VALUE","Israel","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","476648.970006667","529294.225372546","528940.781334283","567188.526016672","624088.983907657","667431.356662302","531077.551717671","597562.352468031","632155.45928588","651958.700389544","727301.038644175","773125.248696428","839047.592997995","938268.852924529","977826.303724891","1034124.57719775","1087964.69922445","1133735.87128958","1218946.34645021","1488071.53722838","1718787.89315237","1817464.86155598","1901937.21263037","2056172.30962821","2187043.44050994"
"IMF.STA:MFS_MA(10.0.1)","MAR.BM_MAI.XDC.A","OBS_VALUE","Morocco","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","345819.941348236","381494.324996871","411502.762507015","445879.623376822","508563.091358831","600555.083282443","705935.283353008","799905.70545474","855954.890264195","891865.670889484","949287.06749055","992175.962578524","1022815.97340216","1086226.98707234","1148038.75584539","1202413.57476441","1269097.27675407","1320624.26917658","1370518.25515349","1485118.13300447","1560769.18825394","1685842.91055113","1751822.67649391","1892039.22435319","2068319.58072683"
"IMF.STA:MFS_MA(10.0.1)","ROU.BMM5_SI.XDC.A","OBS_VALUE","Romania","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314134.602803","349970.053877","381075.32178","422632","487349.930871","564423","603042.013406","666387.096734","741768.376933","795414.78689"
"IMF.STA:MFS_MA(10.0.1)","ROU.BM_MAI.XDC.A","OBS_VALUE","Romania","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","30675.919","44970.0064","54446.236","80809.7452","97006.354","110710.191","148167.743642","174087.790566","189813.701382","202754.004727","215866.134836","222002.026591","241550.137149","261671.683103","286251.725294","314134.602803","349970.053877","381075.32178","422632","487349.930871","564423","603042.013406","666387.096734","741768.376933","795414.78689"
"IMF.STA:MFS_MA(10.0.1)","ISR.BMM5_SI.XDC.A","OBS_VALUE","Israel","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531077.551717671","597562.352468031","632155.45928588","651958.700389544","727301.038644175","773125.248696428","839047.592997995","938268.852924529","977826.303724891","1034124.57719775","1087964.69922445","1133735.87128958","1218946.34645021","1488071.53722838","1718787.89315237","1817464.86155598","1901937.21263037","2056172.30962821","2187043.44050994"
"IMF.STA:MFS_MA(10.0.1)","G309.BM_MAI.XDC.A","OBS_VALUE","Eastern Caribbean Currency Union (ECCU)","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","8034.074803","8608.860979","9324.508582","10365.43122263","11141.51615388","12391.589731","13700.61399","14151.314328","13910.844592","14217.19504165","14650.38333","15551.448588","16217.17075757","17104.61295807","17803.03581185","17625.48741239","18250.91","18925.68273693","18163.312","16586.815","18229.65299491","19073.81586404","19882.92629257","21371.3779604","22354.37292341"
"IMF.STA:MFS_MA(10.0.1)","NZL.BM_MAI.XDC.A","OBS_VALUE","New Zealand","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216074","230571","253283","272688.557","292599.86","311398.735","326071.184","365779.946","391601.94","398778.222","412988.273","430064.619","447880.185"
"IMF.STA:MFS_MA(10.0.1)","NZL.BMM5_SI.XDC.A","OBS_VALUE","New Zealand","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216074","230571","253283","272688.557","292599.86","311398.735","326071.184","365779.946","391601.94","398778.222","412988.273","430064.619","447880.185"
"IMF.STA:MFS_MA(10.0.1)","TTO.BM_MAI.XDC.A","OBS_VALUE","Trinidad and Tobago","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","26819.508047","27208.917332","27314.926514","32558.915884","41249.46441896","49389.76159794","55122.62236411","64183.55158647","75257.43548956","76022.95592147","76623.10573728","92585.55930402","95555.16559556","102430.37401847","103590.7335192","106480.50062395","106096.68443034","107341.69689614","110436.5265085","118304.9845748","120289.83370963","122535.63806084","124245.43261276","125523.95435376","130121.97563983"
"IMF.STA:MFS_MA(10.0.1)","DZA.BMM5_SI.XDC.A","OBS_VALUE","Algeria","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14974234.1780393","16636712.4698822","16510684.1968223","17740006.5632787","20078806.2136551","22955346.7429","24330816.6170596","26528942.3736641","28387213.4633083"
"IMF.STA:MFS_MA(10.0.1)","HND.BMM5_SI.XDC.A","OBS_VALUE","Honduras","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153682.244679593","172737.594320666","184831.351417313","200131.624057759","226699.362587093","244500.713078805","288129.383223715","323963.191746337","350563.635673513","386571.858076162","459712.637984142","503549.658528933","565988.635918884","627913.433828963","688776.581569908","762355.181149996"
"IMF.STA:MFS_MA(10.0.1)","DZA.BM_MAI.XDC.A","OBS_VALUE","Algeria","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","2403069.49138228","2836874.36825776","3299459.51920101","3644293.40779002","4070442.63056055","4870071.99315982","5994607.61703044","6955967.77352856","7292694.70284837","8280740.46595038","9929187.74006312","11015134.770498","11941507.5867419","13663911.6962512","13704511.4174833","13816309.3273117","14974234.1780393","16636712.4698822","16510684.1968223","17740006.5632787","20078806.2136551","22955346.7429","24330816.6170596","26528942.3736641","28387213.4633083"
"IMF.STA:MFS_MA(10.0.1)","HND.BM_MAI.XDC.A","OBS_VALUE","Honduras","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","53391.1378711225","60211.5712932762","67522.560669177","79724.5893435612","93537.701582853","113728.573222571","132635.892908494","139080.155275514","139868.112997743","153682.244679593","172737.594320666","184831.351417313","200131.624057759","226699.362587093","244500.713078805","288129.383223715","323963.191746337","350563.635673513","386571.858076162","459712.637984142","503549.658528933","565988.635918884","627913.433828963","688776.581569908","762355.181149996"
"IMF.STA:MFS_MA(10.0.1)","CHL.BM_MAI.XDC.A","OBS_VALUE","Chile","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","39759135.091","42176157.627","41960067.077","45968650.827","51113299.505116","60920097.300397","72345406.544981","72516513.8999492","69109723.6192553","74441162.697952","91470842.6226242","100893047.982247","112740785.462243","122597170.621813","133816655.723051","140376103.903487","141156624.671132","147055192.677146","164937184.546679","188136644.376718","224419258.878975","232928796.020748","239013739.596271","233946326.455709","235980652.227636"
"IMF.STA:MFS_MA(10.0.1)","BRA.BMM5_SI.XDC.A","OBS_VALUE","Brazil","Broad Money, M5","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302049.46106148","316586.70700386","410199.09108253","9555234.49216194","10706933.8846755","11939585.2952861","13484592.0239099","14797920.2840583"
"IMF.STA:MFS_MA(10.0.1)","BRA.BM_MAI.XDC.A","OBS_VALUE","Brazil","Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","771508.635488132","818907.164287306","971094.890951926","1102841.68796179","1305238.54447911","1523971.76204918","1859549.94467365","2192083.18586281","2536123.62553777","2884051.55666011","3362167.51254842","3806205.57948722","4192066.89532163","4733341.8382904","5280467.28525221","5881954.87103407","6128420.36285701","6563793.03877781","7097840.40332424","8306196.03072818","9324469.90016744","10513325.9725341","12057873.9022637","13710641.8657292","15105773.830048"
