FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4
Q,Quarterly,IN,India,N,Nominal,628,"Index, 2010 = 100",,,,Q:IN:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5736,82.5022,86.0381,89.4167,93.1097,98.5312,104.3887,103.9703,111.5014,121.3336,124.8899,131.2704,140.2658,149.1566,153.8636,164.2187,168.1935,169.7624,176.9797,180.7452,188.7993,196.6441,201.874,211.2878,221.8522,225.1993,228.2327,231.8936,229.1741,241.7106,245.7005,251.2442,253.1299,262.75,264.0052,269.3397,270.1032,276.7452,279.0045,283.1675,279.9041,286.2845,288.0732,291.5876,290.8659,294.37,291.2529,297.9786,298.5957,300.1751,298.1878,307.2983,303.9616,310.2479,318.0057,321.1405,317.1603,321.7928,326.3556,330.6303,339.0119,346.3137,349.1572,353.3654,352.0101,358.932,361.5126,366.009
Q,Quarterly,XM,Euro area,N,Nominal,628,"Index, 2010 = 100",,,,Q:XM:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5845,12.8567,13.0699,13.2291,13.5589,14.3031,14.8447,15.204,15.5889,16.2411,16.8331,17.2745,17.7587,18.3299,18.8818,19.4254,20.2922,21.0437,21.5197,21.6288,22.0889,23.0333,24.3508,25.3435,26.4817,27.3021,27.4394,27.4263,27.7277,28.0847,28.5607,28.7491,29.2294,29.6452,30.1733,30.0307,30.076,30.2267,30.4937,30.4052,30.5738,30.7525,31.1884,31.3276,31.4264,31.8928,32.4837,32.7931,33.4941,34.1163,34.6018,35.5104,36.0538,37.0474,38.2792,39.023,40.3122,41.381,42.732,43.7236,45.2607,46.5797,47.9619,48.5252,49.5247,50.6433,51.682,52.3211,52.6984,53.2923,53.8606,53.8478,53.7893,54.4476,55.0985,55.0864,55.0541,55.3832,56.0138,55.8338,55.8113,56.1394,56.903,56.8184,56.9924,57.2962,58.0489,58.1379,57.7858,58.7045,59.1841,59.4254,59.1499,59.8683,60.7547,61.1815,61.6588,62.527,63.974,64.3337,65.4218,66.4281,67.5341,67.9428,68.853,69.8163,70.9112,71.2716,72.8384,74.2578,75.6411,76.0626,77.265,78.6718,80.024,80.8886,81.8905,83.7539,85.5019,86.7238,88.1301,89.8075,91.5736,92.8024,93.7083,95.9507,97.9605,98.6576,99.651,100.8702,102.273,102.5209,103.3394,103.8558,103.6677,102.1383,100.4848,99.2337,99.2179,99.2487,98.9182,99.8561,100.4898,100.7359,100.478,100.8946,101.2082,100.1101,99.4764,99.1919,98.5656,98.0224,96.6856,96.7984,97.3335,96.692,96.5973,97.5578,98.1304,97.5526,97.6567,98.9322,99.8657,100.2202,101.0986,102.6576,104.2365,104.7661,105.5435,107.1025,108.7833,109.6785,110.7707,112.3882,114.203,114.962,115.4088,117.3079,118.8726,119.9251,121.3011,123.2946,125.072,127.0503,128.8007,132.3603,136.6023,139.1593,141.7149,144.8554,146.1801,143.6704,142.386,142.6612,142.9494,141.8597,142.0942,144.63,146.9179,147.769,149.5836,152.0953,154.3432,155.2947
Q,Quarterly,TR,Türkiye,R,Real,771,"Year-on-year changes, in per cent",,,,Q:TR:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7367,3.0617,2.1895,-0.0615,-0.4902,0.8579,2.8764,4.0494,3.4352,3.8269,2.7942,4.6008,3.497,2.2137,3.1906,4.2946,7.3249,8.201,7.6372,6.9382,5.2485,5.4659,4.1444,3.8144,1.5518,0.2188,-0.4844,-2.3794,-1.943,-3.9164,-9.57,-12.6275,-13.2002,-13.0755,-7.7104,-2.3043,2.5207,7.1173,14.9754,15.7127,13.7418,14.7038,11.7656,18.5601,24.1885,39.7532,54.8874,52.4846,57.2461,46.3005,24.0458,15.0801,-2.0929,-13.1121,-13.5087,-12.3417,-5.6309,-2.5201,-0.8425,-0.7458
Q,Quarterly,NZ,New Zealand,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:NZ:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3626,3.1249,3.8754,4.6519,4.6161,4.5445,5.2242,6.666,8.0884,7.247,6.3824,4.8613,4.0808,5.4052,6.001,5.9597,5.2286,3.2047,1.2571,1.2506,1.2429,1.8636,2.4844,3.7029,4.2947,4.8779,5.4554,5.358,6.4707,7.5589,9.1951,10.7344,11.6015,11.3507,11.0532,11.7346,12.8715,14.0781,16.1137,18.7206,22.368,27.6594,33.8766,40.3851,43.7284,41.9999,33.5367,20.5481,9.7255,4.6947,4.1097,5.9092,7.9544,7.6234,7.0173,7.0812,7.3683,6.8752,4.9183,2.8058,1.1767,1.5594,2.9297,4.6782,5.4262,5.5664,5.6926,5.9977,7.9511,10.3205,12.3492,14.4816,20.515,25.4823,31.5666,37.1257,36.8711,30.1089,22.9858,14.9017,7.9557,8.1733,9.2967,11.5914,13.1996,13.564,13.0454,13.0268,13.597,14.7896,15.1657,13.5217,10.8451,9.0782,7.9215,11.8115,15.7723,18.758,21.7064,18.457,16.0825,11.4286,7.1907,6.8387,4.7967,6.0958,7.3094,6.8933,7.0167,5.2212,2.8008,-1.1406,-3.1698,-2.5352,-2.4847,-1.2203,1.278,1.0671,1.7211,3.3019,2.7673,4.0695,6.3063,11.1329,13.7872,15.0074,14.5721,10.5654,8.8603,8.6381,8.8941,11.8032,11.5826,8.6787,8.0848,6.8218,6.2032,6.3979,4.859,0.2223,-2.4802,-2.6189,-2.2804,0.4583,3.0098,2.6893,2.2887,0.8094,-0.2191,-0.8486,-1.1553,0.0292,0.7028,2.3757,4.3941,7.0636,9.2323,11.6892,13.9598,15.6352,16.8242,20.8801,24.3626,23.1286,21.1234,15.8215,12.41,12.5993,13.7334,14.9599,15.2389,12.2524,10.1563,9.2768,8.9239,11.324,13.4394,11.2921,7.6541,2.7353,-4.4543,-6.6653,-8.9269,-9.0006,-3.0964,1.0525,5.3925,6.2009,3.1668,0.2726,-1.6118,-1.4529,0.1247,2.0913,2.2795,3.1085,3.8201,4.4657,6.4408,7.7426,8.7588,9.981,8.9646,7.6307,6.4231,4.814,7.1575,9.3986,12.0594,15.474,12.6241,13.1632,15.1763,14.0683,14.2718,12.1019,6.6798,3.6505,4.0566,3.5831,3.6139,3.8624,3.317,2.5893,2.0023,3.095,4.7761,7.5561,6.807,9.9876,16.0658,22.7404,28.5164,28.6702,25.9273,13.5922,5.109,-3.6451,-10.7876,-11.6739,-8.8957,-4.0618,-0.615,2.0812,1.2013,-0.9932,-1.5909,-1.9046,-1.1038,-0.53,-1.2636
Q,Quarterly,GR,Greece,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:GR:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4118,16.0073,14.792,12.3321,9.348,8.4914,8.9038,8.8696,9.6816,9.8251,10.8053,11.881,13.9517,14.9735,14.9425,13.7426,13.9706,15.5127,13.2903,12.7413,10.0075,3.996,4.5558,3.2846,1.0502,2.1682,2.3012,3.7192,7.6529,10.4634,12.2055,13.161,13.4476,13.1809,12.1905,13.1431,8.6779,6.796,6.1821,2.4198,2.8916,1.7364,1.5599,0.5931,-3.2936,-2.4763,-5.1066,-3.9996,-1.7742,-4.6839,-5.1959,-6.971,-5.4085,-5.1157,-4.7412,-6.6241,-10.5465,-10.8277,-12.5913,-12.774,-11.4833,-11.9669,-10.1868,-9.6325,-9.0922,-8.2075,-6.878,-5.5464,-4.1165,-4.9674,-5.7933,-5.1124,-4.3568,-2.5319,-1.757,-1.0342,-1.8786,-1.0558,-0.658,-0.4214,0.4744,1.2703,2.2758,3.1991,5.4975,7.5932,8.2863,7.4791,6.7295,4.2904,3.8798,3.1741,4.538,6.8714,8.7983,10.0429,10.0287,10.8787,12.6187,14.2473,15.625,14.8428,12.7711,12.4706,10.8108,9.7575,8.5575,7.4109,7.4756,7.9924,8.2531,7.6202
Q,Quarterly,LT,Lithuania,N,Nominal,628,"Index, 2010 = 100",,,,Q:LT:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3928,37.826,31.8535,29.5308,30.0838,31.3005,28.8672,26.8764,29.6414,35.0609,32.9595,36.4988,41.9183,39.485,39.8168,41.4759,43.1349,48.8862,44.2409,45.347,48.112,52.0937,50.1029,55.9648,62.8221,73.1082,69.6795,76.9792,97.7725,102.8473,103.7974,114.2603,126.8133,132.1338,137.6087,146.5752,149.2474,154.271,159.7221,156.8718,145.5301,116.3505,110.1986,105.1275,100.2464,98.275,100.4364,99.6883,101.6003,105.9351,106.7427,106.4933,107.2533,106.8733,105.757,106.8139,105.9945,106.7189,108.3103,106.4101,109.1654,110.8399,115.3291,117.1937,114.9135,115.7804,119.3433,121.2197,118.7019,119.6877,123.4049,127.6447,129.9249,131.9438,136.0055,138.547,138.8795,142.2523,146.0764,147.6797,149.1523,153.4396,155.708,157.1925,158.867,163.0118,166.5628,167.2753,173.8072,182.5243,188.6761,198.854,208.2598,217.4757,230.2901,237.1664,241.6318,246.0497,251.8334,257.8902,261.7499,270.4195,277.9134,280.7518,287.3786,294.1599,302.2832,311.1665,318.5416
Q,Quarterly,PL,Poland,R,Real,628,"Index, 2010 = 100",,,,Q:PL:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0602,100.2784,100.356,99.3129,97.3713,96.6407,95.9228,94.199,91.3859,89.6766,88.8494,87.4183,84.91,84.3725,84.2124,84.1985,83.6926,85.5115,85.3756,85.8768,86.4142,87.1799,87.7838,87.4397,88.1373,88.455,90.3456,90.673,89.2423,90.8343,91.9622,92.0592,93.0472,94.6378,95.8706,97.6324,99.3755,100.0423,101.8332,104.1111,105.7661,107.5437,109.6267,110.3555,110.2567,111.5602,113.2813,114.6312,114.1316,109.9889,109.1493,106.7396,102.5538,103.9653,109.0124,113.7153,117.5165,119.2149,119.1505,119.6379,118.8149,119.5238,120.1896,121.7738
Q,Quarterly,CN,China,N,Nominal,628,"Index, 2010 = 100",,,,Q:CN:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8675,77.0645,77.9195,78.005,79.544,80.855,81.824,82.1375,84.218,86.498,89.1486,89.8611,90.8301,91.2576,90.7446,89.6901,90.4026,92.3406,94.7631,97.7556,100.0071,100.3776,101.8596,103.5126,104.2822,104.4817,104.1967,103.6551,103.1136,103.2561,103.6551,105.5932,108.5572,111.0082,113.0602,114.2857,114.3427,111.7207,109.1557,107.8162,107.5882,108.2437,108.8422,111.5332,113.8325,116.4238,119.1975,120.6209,122.9931,124.38,125.1464,125.8764,127.7012,131.5698,134.1611,135.4384,137.1538,138.5041,139.2341,139.4895,140.256,141.5698,142.4458,143.7231,145.402,145.9129,144.745,143.5042,142.2268,141.1319,139.3801,138.6866,138.4311,136.6428,134.1976,131.5333,128.2121,124.9274,122.7012,121.6428,120.0004,118.0296,115.6573
Q,Quarterly,JP,Japan,R,Real,771,"Year-on-year changes, in per cent",,,,Q:JP:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2051,16.4597,19.2239,21.2849,23.0786,22.5699,20.3829,21.139,22.9607,24.7206,26.1787,23.9657,22.9274,22.6297,22.3471,21.3476,18.6767,20.0495,22.0213,27.9974,32.3723,33.085,31.614,21.7172,18.0595,12.8009,10.2932,11.9647,6.9417,6.3987,6.1622,5.727,10.2162,10.4662,10.323,9.1204,7.4715,4.4918,3.1447,1.8711,0.4015,1.9221,2.5755,4.4226,5.2009,8.6515,10.2018,9.6284,10.9666,10.9567,10.9116,13.1028,15.285,15.2631,14.8699,15.594,13.1351,12.1543,13.5544,10.6488,11.1434,9.7689,7.8624,8.7636,9.2751,9.6882,10.7173,17.043,20.2057,21.0759,22.4486,13.5295,2.3506,-4.0681,-10.7758,-16.795,-16.8184,-15.8533,-14.1195,-9.8033,-6.9258,-6.7282,-6.4381,-5.6409,-4.9786,-4.4074,-3.3115,-1.7757,0.0413,1.2112,1.4033,2.8945,4.4121,5.314,6.2026,6.0924,5.1163,4.7407,5.1386,4.8785,5.3154,6.045,5.9242,5.3796,5.7494,5.488,4.5441,4.0261,3.5915,2.8402,2.9832,2.3514,1.1724,1.2953,0.8049,0.6024,0.751,0.4261,0.0545,0.6187,0.5679,1.4394,2.2683,3.7589,5.3771,6.7957,8.9437,8.0482,7.5075,5.9713,3.5167,3.6797,4.3052,3.9522,5.3103,7.7378,8.9402,11.1918,12.3466,8.4163,5.6799,2.346,-0.9574,-2.861,-4.2843,-5.6971,-6.3291,-5.7063,-6.2022,-5.3833,-5.8696,-4.6279,-4.1009,-3.2646,-2.0785,-2.5828,-1.7259,-1.4633,-1.5083,-1.0796,-1.4388,-1.9861,-2.1192,-2.2584,-2.0922,-3.245,-3.2079,-3.2658,-3.17,-1.8404,-1.5276,-2.7269,-2.5747,-2.7348,-3.3291,-2.4665,-2.9835,-3.0505,-3.2729,-3.2449,-3.7127,-3.5853,-3.7699,-3.8252,-3.6496,-4.3503,-4.6214,-5.1054,-5.6605,-5.9276,-6.2039,-6.1291,-6.2831,-5.9616,-5.9768,-6.2186,-5.4006,-4.9237,-4.3804,-3.5277,-3.7046,-3.4377,-3.2883,-2.4569,-1.439,-1.0737,-0.5955,-1.2183,-1.7034,-2.5403,-3.8342,-3.5525,-4.1,-4.1392,-0.7691,-0.8349,1.2843,2.9391,2.2794,2.2885,1.3704,0.5886,0.0913,-0.6832,-0.8128,-1.2742,-1.0398,-0.1901,0.2027,2.0063,1.5902,1.3655,1.537,-1.9974,-2.2079,-1.9411,0.0696,1.9249,2.7517,1.7154,1.5849,3.3474,2.2521,2.2158,3.5533,1.597,1.8258,1.2281,0.24,1.2259,0.662,1.625,2.0026,1.1865,0.9113,0.4545,-1.0956,-0.833,-0.1508,2.5223,3.8961,6.2476,8.3252,6.2902,8.1216,6.6587,4.8469,3.5329,1.0671,-0.1293,-0.975,-0.8633,-0.0346,0.0417,0.4514,-0.1393,0.8836,0.2537,1.4084,2.3085
Q,Quarterly,EE,Estonia,R,Real,771,"Year-on-year changes, in per cent",,,,Q:EE:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8701,42.2975,44.2169,40.8674,27.7097,22.9346,10.7714,-3.5562,-11.0745,-19.1751,-16.4789,-25.7719,-36.9223,-37.4405,-41.5677,-32.2135,-5.7256,-0.5599,11.3325,7.2059,1.1585,3.3808,1.4665,7.374,2.7552,3.5346,4.4659,2.0435,4.0597,4.6338,8.0579,13.8853,16.7815,14.5021,13.8659,10.586,9.0629,10.5496,4.4856,5.6572,2.4427,2.5273,6.9166,6.3318,4.5898,1.6398,1.0117,1.0472,3.3454,3.9179,0.5204,1.8906,3.5451,2.7733,5.7638,6.368,9.8315,5.2711,4.8961,6.031,5.9096,12.5745,11.1421,10.1028,7.204,5.8939,0.3384,-2.9702,-6.7696,-5.6564,-1.1581,1.4005,3.4085,3.8484,3.1177,-0.3143,0.0893,0.7945,-0.4029,0.9948
Q,Quarterly,HU,Hungary,R,Real,628,"Index, 2010 = 100",,,,Q:HU:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.8006,108.2974,105.6261,99.4047,94.718,97.5213,91.4844,95.017,92.8171,97.6786,99.8134,93.9999,87.7519,83.2679,80.3028,78.4839,75.7937,74.088,77.8136,78.5747,74.2788,74.3033,73.5646,70.6099,65.4945,63.8528,67.0218,67.0191,67.5872,71.6779,74.8558,76.6216,82.1241,88.8316,92.2015,91.1393,93.3512,94.9606,99.0393,101.2241,101.0969,104.9496,109.5736,109.5191,116.1906,120.9302,123.0054,126.8422,119.5205,122.4251,125.4482,123.0764,120.7547,121.4988,123.6852,122.3663,123.2488,122.5229,123.9562,121.7149,120.2196,120.7286,124.7018,123.5352,119.0797,118.4445,118.5797,116.4921,114.5563,108.3564,104.9886,102.0464,102.6162,100.3191,99.7525,97.3738,95.3703,93.1647,92.3521,90.8245,88.8187,84.5113,83.7142,81.7287,81.2453,81.1249,81.4416,80.5554,81.9807,83.5557,85.2208,87.9572,90.4769,94.0054,98.4927,100.3886,105.398,106.6991,109.9867,110.8267,114.7862,117.1602,120.5118,122.2486,127.6353,129.5149,133.8199,136.6918,147.2772,149.3897,151.4379,149.1813,152.906,149.5233,153.1086,151.1723,162.5724,166.1408,170.1469,173.3456,185.0115,187.5193,181.3082,165.9559,164.2588,163.7433,162.9251,165.3738,177.3863,178.1427,178.9085,184.9809,197.2589,194.3144,207.4944,216.1053
