FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4
Q,Quarterly,EE,Estonia,R,Real,628,"Index, 2010 = 100",,,,Q:EE:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9719,113.3599,118.0817,132.8971,148.7464,161.3083,170.2938,187.2086,189.9637,198.3038,188.6369,180.5511,168.9261,160.2789,157.5516,134.0197,106.5547,100.2697,92.0611,90.8472,100.4538,99.7083,102.494,97.3936,101.6175,103.0792,103.997,104.5753,104.4173,106.7227,108.6414,106.7123,108.6563,111.6681,117.3956,121.5297,126.8905,127.8623,133.6735,134.3949,138.3905,141.3513,139.6696,141.9979,141.7709,144.9237,149.3299,150.9889,148.2779,147.3002,150.8406,152.57,153.2383,153.0713,151.6256,155.4546,158.6708,157.3163,160.365,165.3539,174.2705,165.6087,168.2167,175.3265,184.5691,186.4331,186.9596,193.0393,197.8654,197.4212,187.5923,187.3057,184.4707,186.2542,185.4199,189.929,190.7585,193.422,191.2007,189.332,190.9288,194.9588,190.4304,191.2155
Q,Quarterly,MX,Mexico,R,Real,628,"Index, 2010 = 100",,,,Q:MX:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9971,93.6178,94.9561,93.5916,94.3061,96.7634,97.3767,96.1317,97.3447,100.2313,101.27,99.5035,99.5793,101.52,102.6049,101.3082,101.2684,101.8548,101.4754,100.1913,98.8179,99.9587,100.8718,100.3425,100.8657,102.7014,103.3862,102.2768,101.0428,101.9097,101.6888,100.9679,101.1349,102.533,103.9157,103.1217,102.6296,103.1446,103.1213,102.785,103.875,107.8755,110.8657,110.7715,110.8209,113.3785,114.4312,113.5879,113.3391,114.8572,115.9527,115.6889,116.6998,119.3621,120.5239,120.655,122.2262,125.0465,126.5091,126.1846,126.5326,128.69,127.8991,128.4474,129.6716,130.8693,131.3621,130.3188,130.2439,131.1043,132.4609,133.2171,135.3621,138.3224,139.7483,140.4219,141.9676,144.3732,145.2581,146.0747,148.0345,150.5931,152.6182,153.4535
Q,Quarterly,CL,Chile,R,Real,771,"Year-on-year changes, in per cent",,,,Q:CL:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6557,0.9561,0.8093,3.5367,5.0669,5.8759,6.3204,5.9803,3.0416,4.3515,3.4185,3.4172,3.3975,2.4758,2.6748,2.2843,4.9337,5.443,4.7117,1.8,2.1761,0.9634,0.125,1.7166,-2.8925,-1.7073,4.2865,9.4105,9.5759,10.3702,5.3017,0.8615,6.6047,7.6688,9.4648,10.4966,8.1908,6.3141,6.6637,8.0977,9.545,9.6362,6.874,6.6024,6.1387,5.5267,11.9486,9.1029,8.6724,8.9676,6.8579,8.9708,7.3032,3.1176,0.0662,0.7492,3.1997,5.693,6.969,7.5038,6.3465,7.3912,8.7366,7.0403,7.5109,5.0549,5.3637,5.0607,5.0807,6.3505,1.1676,1.574,5.0838,6.531,8.046,8.2586,-0.8462,-3.8994,-4.8813,-7.1628,-3.0849,-0.6716,2.1709,2.9111,3.3947,2.9241,2.2614,2.8059,1.6955,2.0145,2.4425,2.0349
Q,Quarterly,SE,Sweden,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:SE:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.317,5.187,5.187,5.3197,7.4272,7.4917,7.4917,7.5996,7.3656,7.2342,7.2342,7.0198,6.9024,6.7051,9.1732,13.3602,15,18.8897,20.309,17.4299,16.9805,16.7964,19.1356,15.1451,15.9497,16.4908,13.3281,16.041,12.5189,13.1316,15.4025,12.3303,12.5841,11.4809,10.3116,9.6475,7.2724,3.3825,1.1844,-0.7899,0.9101,0,-2.5572,-2.0181,-1.4909,0.3107,2.3286,3.3825,1.5135,0.2004,-0.4876,1.4988,2.1167,4.0553,4.9365,4.2139,5.2992,4.6662,3.7703,2.9203,3.5457,2.824,5.3604,8.8837,11.7117,12.3894,12.931,14.2857,15.3226,17.3228,20.6107,19.1176,20.2797,20.8054,18.3544,16.0494,15.6977,12.7778,10.6952,8.5106,9.5477,6.8966,5.314,5.8824,-5.5046,-6.9124,-10.0917,-15.2778,-15.0485,-13.3663,-11.2245,-3.8251,2.2857,5.1429,6.8966,3.9773,2.2346,1.087,-1.0753,-1.0929,-0.5464,-1.0753,1.6304,3.3149,4.3956,7.0652,7.4866,7.4866,8.9474,8.6294,9.4527,10.9453,9.1787,9.8131,10,8.5202,10.177,11.0638,11.5702,11.9835,12.0482,8.4291,6.6667,4.797,3.5842,5.3004,7.2917,9.1549,7.9585,7.047,5.5016,6.129,7.6923,9.7179,9.816,10.0304,8.4263,7.5699,9.2202,10.8301,13.9924,13.4417,12.1427,9.9465,10.2852,13.7705,14.8137,10.8752,7.0998,2.8997,-1.3851,-3.6856,-1.3327,-0.3567,3.1002,11.5954,10.2241,8.3919,7.1025,5.9765,5.3644,4.1043,2.3139,-1.2931,-1.0197,0.4166,1.8307,3.8262,4.1638,4.5339,5.136,6.7736,8.2415,8.6599,10.3374,10.4095,11.7845,12.9781,13.4987,14.1158,10.975,8.663,7.0805,6.486,7.9108,8.4913,7.5353,2.7669,-0.6849,-1.6675,-2.0674,0.7236,1.5225,2.171,2.9387,3.2795,4.5513,3.2499,3.7182,5.2747,7.2392,10.9251,11.3378,10.9028,10.3136,7.0548,1.1507,-3.6968,-6.7202,-6.7531,-4.1734,-2.8562,-1.5872,-0.7635,0.2211,2.119,2.1058,0.5823,0.3156,1.1856
Q,Quarterly,IS,Iceland,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:IS:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7111,81.8588,76.5553,69.5999,55.8017,47.739,40.7098,47.3507,44.8795,41.0267,32.1831,20.6794,17.48,16.7662,11.8979,18.1359,10.5589,7.5086,14.9313,17.8565,31.7062,34.9436,36.7821,39.2501,40.0148,37.7406,27.8278,28.8639,17.2175,19.2626,19.1432,12.6802,17.3823,12.4663,13.3679,11.8881,10.465,12.1264,11.9214,8.3435,7.0907,2.9987,3.2159,3.2599,0.9115,1.8084,-2.9097,-2.2382,-0.3751,-0.7463,-0.1991,-0.6006,-4.5098,-4.6121,-1.8179,-5.6333,-2.2584,-0.2063,-1.0294,4.6902,2.2058,2.1649,1.9755,1.8337,6.1671,5.9544,10.1936,7.9,11.0585,15.9112,18.1248,22.0414,20.3457,19.0786,14.2753,12.9198,8.12,5.4778,5.6013,4.7725,5.4384,3.3598,5.5551,6.6377,9.3596,11.7354,13.9632,12.2912,8.5105,12.0357,9.1166,13.4473,24.0834,29.1219,33.4266,31.8547,24.6277,17.1424,11.5158,7.8023,6.0994,7.6792,12.5929,15.1269,13.962,7.1915,1.0757,-2.7188,-11.0852,-10.5194,-11.3274,-8.3473,-4.4907,-1.7158,-1.0229,-1.3771,3.4309,3.7871,6.6691,8.0968,7.3454,7.6744,6.5794,4.5504,4.5744,4.8696,6.0238,8.6887,9.747,8.4297,8.6309,6.0897,9.3965,7.8459,7.2541,9.0242,6.6858,8.0613,12.8663,14.6846,17.8551,23.1412,20.3854,15.0024,13.1793,6.8932,5.0162,6.888,4.3767,4.1747,3.3258,4.2847,5.513,6.6873,7.7484,7.7638,8.547,12.6243,14.6522,15.851,19.0813,22.8806,22.6252,20.2712,13.3531,7.8848,2.2551,4.2353,6.9663,6.2825,11.886,8.7089,7.002,5.845,2.8286,3.6484
Q,Quarterly,XW,World,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:XW:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1207,-3.803,-3.6093,-1.7261,1.5421,4.7139,5.988,5.1077,4.2094,2.4597,2.3755,2.5467,2.4311,3.8025,3.5964,3.8039,4.8664,4.8714,5.3349,6.2732,6.0592,6.0707,5.5007,4.225,3.5977,3.4134,3.265,3.7386,3.926,4.0731,4.7964,5.136,5.7367,5.7662,5.657,5.3356,4.9173,4.8044,4.4987,4.865,4.9719,4.5995,4.4404,4.0622,4.0979,4.5515,4.2189,4.7404,5.7392,6.4905,8.2531,8.8748,9.0056,10.2146,9.6517,8.2355,5.9045,3.1644,2.1055,2.2507,2.5989,3.2339,2.7488,2.0364,2.0705,2.1223,2.0629,2.165,2.0523
Q,Quarterly,RU,Russia,N,Nominal,628,"Index, 2010 = 100",,,,Q:RU:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2882,13.0001,13.9548,15.2698,16.4856,17.6508,18.6021,19.4509,20.9034,21.5181,22.46,23.5079,26.2156,27.6853,28.9786,30.1793,32.9694,33.9364,35.2828,37.3069,43.2703,47.4496,54.3493,61.6269,70.5233,72.9128,75.7276,79.4521,87.9696,92.2605,96.1357,95.0864,97.294,92.6705,90.2743,89.028,99.3146,99.6497,100.0539,100.9818,77.6881,78.5434,79.3291,81.1978,87.3656,89.8067,92.3154,94.8755,93.2783,94.2511,94.669,95.0583,94.1269,95.3147,96.1377,97.7624,98.8105,98.1424,96.3292,94.7298,93.126,92.2218,91.2495,90.8588,89.2515,88.7969,88.0088,88.1102,89.4809,90.1704,90.8011,92.4425,95.948,96.4025,98.1507,98.5077,102.7828,104.1895,107.5779,112.2823,114.1583,119.1462,123.2451,129.0708,151.2562,154.235,156.3471,158.8221,152.9796,155.4562,159.0976,163.965,181.9888,185.3952,187.2631,192.012,213.0127,215.5209,217.2466,219.4072
Q,Quarterly,IE,Ireland,R,Real,771,"Year-on-year changes, in per cent",,,,Q:IE:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2151,0.3773,4.9947,7.0652,4.1998,4.2028,-1.1422,-2.7412,-1.0066,1.5339,-2.7886,-7.2879,-1.4969,0.2666,4.3395,10.32,6.3008,4.7764,10.4341,7.5521,6.8489,2.2561,-1.4668,2.2438,-0.2814,4.5242,10.1457,5.583,20.6311,25.821,19.3117,15.7147,9.5071,11.1487,6.0911,3.648,3.5868,-6.3503,-0.0328,5.8373,-1.9598,-0.4149,-4.5833,-8.9073,-6.985,-8.0857,-8.4871,-5.8751,-6.9765,-8.2697,-7.0772,-11.2007,-8.4017,-6.4508,-5.741,-2.7045,-4.4696,-3.0377,-3.5481,-0.0089,-1.1855,-0.1871,1.9833,-1.7125,-1.6868,-4.5551,-3.2916,3.3723,4.2946,5.5237,5.3453,2.9148,7.8273,5.5971,6.4638,9.6235,10.334,11.7019,10.7609,2.0727,-0.0791,-2.5931,-3.5654,1.9339,0.2949,2.2564,1.0367,-1.9712,-4.1592,0.7675,1.1323,-0.8695,5.561,0.3149,-2.4971,5.0352,3.8603,3.4533,6.2308,4.5008,2.7393,8.8513,15.9944,12.4812,12.9192,17.0176,13.1771,19.8519,23.9245,19.3622,16.1765,18.7224,19.0612,14.3533,19.9664,13.7531,8.2809,11.3498,5.3564,6.8293,8.0909,6.4401,0.8827,-3.3222,-0.8853,0.2321,6.6982,8.9646,7.3007,8.9052,9.7441,11.4524,9.5276,8.7259,7.8375,8.3703,8.8527,9.8672,8.7067,7.7082,9.2585,10.5541,12.3726,9.8022,9.1283,5.3104,-0.524,-3.2415,-6.7856,-9.5713,-11.73,-14.2475,-15.2948,-16.2681,-16.1499,-13.9942,-12.8685,-11.4931,-11.7075,-14.2176,-16.2908,-18.3058,-20.5191,-21.731,-21.3233,-18.5968,-12.4275,-5.81,-4.0644,-1.4055,3.1826,5.3223,10.2699,16.0833,18.7985,19.6107,18.2271,14.3207,8.8684,6.9899,7.7035,6.1536,7.3415,8.6119,8.7046,10.2947,11.5147,11.2291,12.0782,12.421,8.2915,6.474,3.5482,1.3059,1.0297,-0.2396,-0.059,0.6269,0.1198,1.8804,3.2727,4.083,7.4203,8.1234,8.6583,5.8247,2.9372,-0.185,-2.6437,-3.6627,-4.5481,-1.3106,2.7604,5.8226,8.2508,8.2455,5.9115,5.771,5.2579,3.9129
Q,Quarterly,LV,Latvia,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:LV:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6293,39.6744,36.5097,23.1428,16.6796,11.2657,-3.81,-17.7588,-36.9762,-42.2512,-39.095,-29.3017,-20.6689,-11.5051,-7.7234,-2.448,10.7757,12.3177,13.0219,5.762,2.5866,2.0064,1.3017,6.096,4.8086,7.8587,6.4508,8.2057,10.5507,7.7317,10.6843,-4.4674,-6.5361,-4.6186,-7.9213,6.5735,7.1096,9.4596,9.6031,7.7608,9.285,9.1336,8.7909,7.9264,11.4158,8.6851,7.2013,11.0634,6.3695,7.9169,12.6526,8.8491,8.7514,1.5016,1.7284,2.2323,2.8771,12.1005,12.3955,16.1325,17.3962,16.325,13.5997,8.6296,5.8689,5.378,3.0164,0.8181,3.621,0.715,5.254,7.3158,5.4372,6.4667,7.9433,10.9559
Q,Quarterly,RO,Romania,R,Real,771,"Year-on-year changes, in per cent",,,,Q:RO:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.8735,-7.931,-14.295,-18.6022,-17.5184,-18.2351,-16.3124,-16.7233,-9.6118,-8.1934,-8.6233,-5.5611,-6.2255,-5.9887,-2.2274,-1.7076,-3.9874,-3.8949,-3.0894,-1.1731,2.4923,2.9873,4.9616,3.295,5.737,9.7418,7.6118,8.611,4.6605,5.7933,4.1256,2.4017,1.694,-0.0782,1.3297,1.5758,-0.2904,-2.2484,0.349,0.4243,4.9437,3.9339,-1.0003,0.2467,-2.2295,-0.5478,0.8103,-0.1518,-1.9655,-5.4438,-7.5172,-8.2902,-9.3462,-9.6653,-3.9686,-3.4782,-1.4973,1.4957,-0.9939,-0.9765,0.2388,-0.7603,-2.5508,-2.528
Q,Quarterly,GB,United Kingdom,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:GB:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5556,2.7027,5.4054,5.4054,2.6316,7.8947,5.1282,7.6923,10.2564,12.1951,17.0732,21.4286,30.2326,39.1304,43.75,50.9804,44.6429,34.375,26.087,14.2857,8.642,3.4884,3.4483,3.4091,5.6818,7.8652,7.7778,8.7912,9.6774,8.3333,9.2784,7.0707,5.8824,6.7308,8.4906,10.3774,13.8889,18.018,22.6087,26.4957,30.0813,31.2977,29.7872,29.0541,23.75,19.7674,13.1148,8.377,7.5758,4.8544,2.4155,0,1.4085,2.3148,5.6604,11.5942,10.6481,12.6697,12.0536,9.5238,9.205,8.8353,9.5618,8.6957,9.1954,7.3801,9.4545,11.6364,12.6316,15.1203,14.6179,15.6352,15.5763,16.1194,19.7101,21.1268,22.9111,32.6478,32.6877,30.2326,27.193,16.2791,7.2993,2.8571,-1.5517,-3.1667,-2.7211,-2.0833,-1.5762,-1.3769,-0.6993,-0.8865,-3.0249,-4.5375,-7.3944,-5.3667,-2.2018,-0.5484,1.5209,2.0794,2.6266,2.3897,3.5581,1.4815,1.2797,0.3591,-0.3617,2.0073,1.083,4.1145,7.441,7.3345,9.2857,10.4811,7.9392,9.1667,12.7451,11.9751,12.0501,10.0763,8.8406,10.4167,13.9665,15.9501,17.4434,13.0818,13.3578,10.1675,8.1633,9.8999,4.6486,8.5776,13.4172,16.9028,25.2066,23.4,17.5601,13.1602,10.066,9.0762,12.0283,13.8485,12.2939,9.0035,5.8581,3.9661,3.4558,6.379,7.2993,7.8292,9.7691,10.582,10.7143,10.396,8.2524,3.6683,-0.768,-7.1749,-13.3034,-15.3846,-13.7771,-6.7633,1.7241,7.6364,8.2585,5.6995,1.5254,-0.6757,-1.8242,-1.9608,-1.3356,-0.5102,0.6757,0.3333,1.0152,1.3675,1.5101,2.99,4.3551,6.5767,8.0992,8.871,8.5072,6.6456,5.3517,5.3333,6.5089,8.0119,7.9826,6.7511,5.4167,4.3956,4.4355,4.7431,4.6113,4.3421,3.2175,2.7673,2.3929,1.3871,0.9975,0.7344,0.861,1.7413,1.2346,2.5516,5.8537,7.7017,9.3902,8.2938,7.2581,8.1725,8.9186,10.9409,9.0226,3.9874,0.9212,-1.0848,-2.4631,-1.3118,0.4057,0.8973,2.4242,4.1922,2.1212,2.4704,2.4655
