"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","IDN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Indonesia","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","153646911","161169843","180819059","204204335","227571279","276196065","355272483","359290887","413671856","483879184.9","1332142828.863192","1568045862.902051","1730940279.902548","1873548413.426463","2067237127.123899","2321716993.76553","1051125822.527781","1110329156.252102","2915012755.091523","3344792760.319751","4093508780.435042","4596904262.262423","4686941557.419196","4848896767.146267","5443948006.925792"
"IMF.STA:MFS_DC(8.0.0)","IDN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Indonesia","Assets, Claims on Private sector","Domestic currency","Annual","Millions","298901279","352377723","426685124","567575838.435","708533577.583","797004941.455","994181012.601","1301328357.6","1395651609.892","1671862504.9","2105053725.279484","2575064038.210545","3090115556.142678","3480751683.237063","3814262801.359151","4108315425.662826","4405475904.377915","4858183916.87206","5141515889.099689","5119310673.650236","5434378023.683155","5986196234.39037","6536073464.286708","7037123008.455136","7570969335.512291"
"IMF.STA:MFS_DC(8.0.0)","PAK.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Pakistan","Assets, Claims on Private sector","Domestic currency","Annual","Millions","916721","965066","1199277","1620884","1861899","2198651.000000002","2562819","3042638.281","2985883.273497137","3164967.9824","3295670.953108597","3376177.438443","3585316.4934","3898323.193415","4200288.297592","4771003.405809","5425618.356484","6496368.043616","6819466.192992","7099043.098179","8539783.769145","9859649.948105","9992528.891965","11981323.096073","12155123.788828"
"IMF.STA:MFS_DC(8.0.0)","PAK.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Pakistan","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","685205","809592","878562.7","1043698","727102","810751","984293","1309780.25","1454903.65960199","1562995.92","1778922.792112112","2025263.751","2188638.982","2250603.767841","2183016.287749","2439150.241938","2655768.073984","2871412.490834","3185988.369619","3642950.187474","4252750.209634","4357072.077","5442819.929137","5864891.88","6335011.61518"
"IMF.STA:MFS_DC(8.0.0)","PAK.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Pakistan","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","524429","628531","816586.7","1026569","1739235","1975397","2390315","2190510.165","2566329.5913","3039685.9091","3482817.581122","4223493.304","5020442.438","5710365.461122","6493037.107","7514273.264","8156394.542","8951233.679","9886011.045","11757012.964536","13479427.846","15293363.825","18698092.965949","22048657.022","25805635.685137"
"IMF.STA:MFS_DC(8.0.0)","HTI.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Haiti","Assets, Claims on Private sector","Domestic currency","Annual","Millions","12126.11","15963.44","19122.27","19001.4482710822","23169.3967550593","25281.75260591299","26013.34180892112","32583.38275076408","36653.02378018383","34861.74900039447","42158.20752991926","58901.28296551113","66116.0997120744","73589.35286574053","73848.05500148558","84593.53063461671","93048.86879120573","115630.028930211","125784.801013243","118988.424332279","136623.8352123008","174196.0437842282","139872.9959398381","132086.9569476039","128744.2488590136"
"IMF.STA:MFS_DC(8.0.0)","HTI.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Haiti","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","20003.47","23406.07","33929.039","35175.29564180485","39727.99676026204","40900.0949424222","45892.83889074565","50961.76249044726","54693.50012174905","61059.38338138109","65470.62001374665","69226.71305490184","73488.01325576659","80050.92421074424","104598.7924872094","122068.7116705372","126734.3882049607","152777.1203662452","174742.2054435939","160065.8964772424","219906.2769866803","292204.3856175894","259110.1158782326","275162.8830413121","301156.584913827"
"IMF.STA:MFS_DC(8.0.0)","ECU.ODCORP_A_ACO_PS.USD.A","OBS_VALUE","Ecuador","Assets, Claims on Private sector","US dollar","Annual","Millions","5861.48","5121.3629267237","5397.29","6847.15","8425.22","9873.500000000002","11221.33","13901.38","13860.78","17030.7","20039.97","22933.13","25201.03","27593.95","27013.27","28718.87","33654.7","38685.76","43142.36","44361.57","50892.277426","58461.181556","63869.65873","68097.781925","75116.608273"
"IMF.STA:MFS_DC(8.0.0)","SYC.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Seychelles","Assets, Claims on Private sector","Domestic currency","Annual","Millions","656.341","774.702999999999","993.770353100001","1164.763999999999","1253.066","1277.172","1717.362","2549.86690174","2315.225338450001","2861.40983059","2935.523385646704","3114.260770933328","3412.141779431101","4306.98496582252","4643.716007406374","5121.81730274544","6031.68319053078","6747.13594844766","8228.66918726955","9889.967923315035","8708.37433419","9059.1919906","9730.6175988917","10903.62482540936","12112.15371980721"
"IMF.STA:MFS_DC(8.0.0)","ECU.ODCORP_L_F29_IBM.USD.A","OBS_VALUE","Ecuador","Liabilities, Other Deposits, Included In Broad Money","US dollar","Annual","Millions","3087.28","3073.5689531822","3791.25","5003.88","5909.15","6493.29","7681.88","9123.38","10273.21","12145.53","14753.43","16650.39","19168.08","21827.23","20608.96","23553.44","26260.26","28404.8","31770.99","35411.82","39820.42633","45119.519614","49854.622161","57023.107383","66369.08019199989"
"IMF.STA:MFS_DC(8.0.0)","ECU.ODCORP_L_F22_IBM.USD.A","OBS_VALUE","Ecuador","Liabilities, Transferable Deposits, Included In Broad Money","US dollar","Annual","Millions","1552.67","1629.1145377387","1793.03","2353.34","2766.76","3288.28","3786.59","4964.97","5201.41","6420.9","6925.87","8390.59","9273.68","9531.12","7200.95","9281.36","9577.64","9260.52","9150","10369.63","11486.613642","10876.709904","10583.358516","11067.837005","12276.652979"
"IMF.STA:MFS_DC(8.0.0)","MOZ.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Mozambique, Republic of","Assets, Claims on Private sector","Domestic currency","Annual","Millions","10594.46102125209","12815.12492291072","12650.7479138234","12128.66989560022","17891.83098021356","23606.643574997","27746.998867535","43604.37645890891","65557.1356578053","83390.4734049535","87967.5923472118","104869.8742272481","134630.52207954","168483.427986665","206031.7176501842","235434.2163068276","204015.6232380065","197611.0361914432","202590.6622677316","231074.8956894646","237645.3023417944","243272.0295899256","240516.7202778843","248255.035114101","252876.8446340799"
"IMF.STA:MFS_DC(8.0.0)","MOZ.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Mozambique, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","4995.411752423531","7676.914965672542","8824.582396297128","9198.491997893598","10399.45602796259","13437.41232651027","18620.33031254","26652.37414948682","33173.73386820568","42273.6503300415","46223.27738613013","56816.893104682","70403.95363120999","82868.0112891688","115070.683149468","123654.2179975605","138760.4456627263","145743.0566824318","163076.9553960668","199577.7666235024","210393.4852208136","240364.8089964909","250824.6616690684","273241.2514821393","297656.663892889"
"IMF.STA:MFS_DC(8.0.0)","MOZ.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Mozambique, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","12320.07361104536","16689.89157227214","19048.61696020905","19388.5997613275","25418.71094446212","30408.40039466","36813.288603","43610.56462870628","60239.5307397672","73008.0090628864","79052.0286849372","108439.05199181","121993.1073302","152655.0779519","186429.7226144296","205185.7276511483","208745.8537019527","235036.9604692736","264965.2165490721","331356.4691026829","327834.2587682182","342834.0629096115","355364.0822438672","433346.8481299274","477859.6218320412"
"IMF.STA:MFS_DC(8.0.0)","DMA.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Dominica","Assets, Claims on Private sector","Domestic currency","Annual","Millions","439.578","433.34","420.62","450.656","477.84","531.209","558.851","605.647","645.943","708.033","752.343","775.716","775.233","754.216","749.066","730.393","718.311","706.558","667.203","724.847","750.51","771.303","743.618","732.576","744.498"
"IMF.STA:MFS_DC(8.0.0)","KNA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","St. Kitts and Nevis","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","792.367","845.781","903.01","1012.158","1107.821","1212.096","1373.694","1400.636","1546.394","1629.513","1745.862","1832.023","2035.36","2095.256","2257.919","2286.048","2298.903","2255.931","1620.804","1782.466","1852.389","1683.364","1689.316","1723.799","1759.138"
"IMF.STA:MFS_DC(8.0.0)","ATG.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Antigua and Barbuda","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1348.706","1457.04","1491.612","1508.108","1665.649","2005.463","2283.735","2466.839","2462.991","2452.731","2353.715","2280.069","2193.05","2085.845","1887.5","1890.847","1832.8","1868.661","1955.421","2049.416","1965.389","1923.662","2058.577","2297.936","2362.271"
"IMF.STA:MFS_DC(8.0.0)","AIA.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Assets, Claims on Private sector","Domestic currency","Annual","Millions","457.659","479.168","540.381","589.885","711.117","842.62","1153.301","1347.567","1384.842","1390.766","1388.182","1342.369","1291.207","1246.113","1201.455","639.988","661.032","629.108","587.579","583.525","619.94","652.104","628.065","651.266","680.141"
"IMF.STA:MFS_DC(8.0.0)","DMA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Dominica","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","435.525","460.443","488.192","535.85","560.205","649.645","715.402","766.191","844.566","874.991","909.807","989.494","1058.861","1086.373","1114.263","1142.024","1275.345","1281.608","1141.962","1027.095","926.856","885.044","880.547","899.727","931.617"
"IMF.STA:MFS_DC(8.0.0)","LCA.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","St. Lucia","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1541.82","1553.471","1498.204","1650.447","1917.268","2386.829","3090.804","3449.871","3538.627","3637.438","3733.673","4006.392","4007.326","3747.87","3460.62","3231.136","3176.802","3110.775","3052.751","3181.879","3178.401","3230.425","3321.297","3490.501","3711.286"
"IMF.STA:MFS_DC(8.0.0)","KNA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","St. Kitts and Nevis","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","329.897","339.089","386.366","503.349","509.002","641.375","692.168","656.151","605.803","642.617","755.211","975.096","1067.921","1332.528","1330.237","1275.748","1152.42","1092.26","1185.187","768.207","935.621","1205.677","1141.316","1185.559","1306.021"
"IMF.STA:MFS_DC(8.0.0)","DMA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Dominica","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","95.627","123.354","149.004","141.971","155.285","143.961","159.562","165.735","180.639","182.83","176.703","226.518","199.555","231.318","251.768","304.401","408.541","411.686","343.184","275.98","400.988","413.722","413.284","438.644","542.15"
"IMF.STA:MFS_DC(8.0.0)","LCA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","St. Lucia","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1202.41","1213.888","1298.407","1315.843","1439.543","1642.384","1832.949","2042.789","2145.884","2196.476","2262.693","2306.947","2401.718","2348.787","2403.676","2382.575","2371.342","2433.662","2034.418","1797.624","1792.27","1828.306","1965.804","2039.779","2177.67"
"IMF.STA:MFS_DC(8.0.0)","AIA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","421.781","479.994","510.016","630.745","838.086","926.794","1063.33","1016.051","947.041","912.753","865.356","854.143","877.073","876.411","913.923","786.929","820.156","848.892","808.55","203.181","228.102","422.676","486.438","578.092","601.361"
"IMF.STA:MFS_DC(8.0.0)","VCT.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","St. Vincent and the Grenadines","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","221.089","227.42","243.033","291.438","314.952","345.596","379.264","380.443","349.359","369.314","370.608","375.96","422.714","476.087","489.161","488.258","473.794","492.072","583.631","538.149","672.482","744.547","739.569","943.393","946.267"
"IMF.STA:MFS_DC(8.0.0)","ATG.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Antigua and Barbuda","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1176.821","1239.887","1493.133","1554.341","1639.495","1747.233","1929.91","2099.951","2044.207","2040.584","2112.968","2177.316","2178.722","2211.207","2091.894","2149.147","2170.975","2281.467","2159.724","2187.567","2333.194","2448.353","2266.184","2407.727","2544.78"
"IMF.STA:MFS_DC(8.0.0)","KNA.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","St. Kitts and Nevis","Assets, Claims on Private sector","Domestic currency","Annual","Millions","675.623","659.253","687.396","748.507","804.605","899.505","1018.739","1156.589","1230.171","1266.079","1319.1","1317.648","1307.158","1346.053","1392.49","1399.129","1406.218","1429.218","1451.254","1467.896","1580.625","1671.955","1758.827","1949.565","2078.084"
"IMF.STA:MFS_DC(8.0.0)","VCT.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","St. Vincent and the Grenadines","Assets, Claims on Private sector","Domestic currency","Annual","Millions","605.45","633.383","637.468","643.157","678.229","775.1","891.455","917.991","936.38","953.34","967.388","1015.045","1027.412","1025.198","1050.399","1056.641","1064.411","1060.887","1072.134","1109.223","1109.116","1100.098","1149.435","1145.498","1239.289"
"IMF.STA:MFS_DC(8.0.0)","LCA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","St. Lucia","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","270.727","278.537","355.13","469.254","573.042","719.377","700.164","680.425","664.203","658.32","674.669","734.39","738.486","889.939","1019.964","1065.044","1186.29","1304.602","1386.747","1169.249","1620.356","1723.864","1998.212","2356.881","2399.6"
"IMF.STA:MFS_DC(8.0.0)","ATG.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Antigua and Barbuda","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","593.475","619.292","658.76","721.146","838.507","1010.592","1167.543","1095.217","820.66","840.236","819.764","842.964","868.918","868.086","1164.795","1057.113","1270.986","1409.389","1506.013","1125.157","1444.496","1494.698","1807.296","1837.575","1938.487"
"IMF.STA:MFS_DC(8.0.0)","AIA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","133.749","146.275","156.154","162.207","197.167","221.487","257.036","239.162","275.67","290.287","318.148","341.163","352.745","362.227","367.012","243.494","248.546","252.126","246.671","685.717","696.699","673.27","732.213","779.489","807.883"
"IMF.STA:MFS_DC(8.0.0)","VCT.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","St. Vincent and the Grenadines","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","620.688","652.523","655.353","644.362","650.732","663.566","707.355","763.363","786.964","811.882","841.117","900.3","938.021","1002.08","1041.793","1045.326","1078.595","1069.534","1044.083","947.969","986.553","907.301","963.417","1026.555","1126.557"
