"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","FJI.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Fiji, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","998.9922166569101","870.6626626574227","940.0037835641556","893.2648406643446","601.7089978131296","540.4852471651198","842.263013177858","585.2845829622087","847.4338137098273","1101.808612952187","1370.566621158219","1472.599592360775","1773.351866098944","1623.095517325161","1806.536192148809","1877.091867922753","2214.695088054635","1873.208737286995","1996.910888496456","2048.270984953873","2830.708096027715","2986.622956181924","3042.704099797949","3262.535849557677","3454.740392385551"
"IMF.STA:MFS_DC(8.0.0)","KAZ.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Kazakhstan, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","501459.507392245","-72591.0240492256","442310.652474788","735014.059155715","119636.686047736","507596.238205425","-553813.356221375","810810.196287455","2820954.303806992","4498938.534304862","5286882.002994148","5795336.861422187","6696952.281084901","7582014.645896251","9286308.958585486","10856765.74490551","11488701.01084592","13329218.5722537","13369832.47598951","16671065.19061007","17150301.97458383","17720119.87895767","17120027.53399077","24333831.49338555","33540830.25468266"
"IMF.STA:MFS_DC(8.0.0)","GUY.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Guyana","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","25016.15497009635","26577.27715354","32097.57338217635","28059.29243196201","35728.76918751943","51157.48560331112","79335.96290580015","89349.24384958893","112555.2358844543","143268.9230143522","155200.4220162179","182008.818377026","164601.4779349347","162458.1451158255","145865.5914289393","150015.9923356614","146046.3808109343","135823.5500601997","161778.7280036929","193990.7332497246","182537.6556650824","197188.1962299842","226022.8811857922","230734.0646140065","347311.2235007305"
"IMF.STA:MFS_DC(8.0.0)","IDN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Indonesia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","226078722.2950093","230831577.1528354","251314769.2030602","241549787.9082244","304043852.3960029","401983133.9658906","510364051.1716139","584319794.0433777","639005815.2194371","813214642.3411307","907389664.805399","968207949.77601","1011355471.510378","1107547220.967098","1176637623.867274","1297502415.692312","1541792697.63681","1442535957.321006","1506619176.323578","1711187998.654741","1809775826.032954","1898235415.284558","1967291562.646401","1982816693.335237","2159037937.960724"
"IMF.STA:MFS_DC(8.0.0)","PAK.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Pakistan","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","120948.0564665361","394813.7728973247","563705.2818231741","613745.2926716942","606962.6439462655","775693.6439835292","966521.329430343","551119.7850737971","677041.4345106513","834722.353232551","815632.981978844","759129.195643426","276590.2325069179","943985.1308209075","1261268.939138851","1356370.222742996","834463.292886637","-396200.50916196","-268822.18640426","337511.542363814","444437.744682647","-2419765.683210586","-2476379.369983754","-1567295.37310546","-249124.30493662"
"IMF.STA:MFS_DC(8.0.0)","MOZ.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Mozambique, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","7672.86667250781","11006.19775297396","14763.64730765169","26117.15126303869","34083.98883966303","47607.00604658953","54282.60574818138","56957.28162998066","63736.54324117328","79875.33428576069","72998.95002512416","94333.4944625547","99959.74421617655","104761.2515829746","115297.7310908343","154238.0199674651","191521.4069270936","195511.1548539208","246462.2326037722","313198.4783657206","242180.170316744","203308.2829273323","217278.5337822174","220996.8320461719","252895.2529326626"
"IMF.STA:MFS_DC(8.0.0)","TTO.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Trinidad and Tobago","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","13541.3470611741","14587.96182987044","16310.19568531357","23403.06199550839","32309.3085748337","44096.46902942376","53852.34415757771","72201.46705708274","68331.83810068878","67482.63126527143","76719.75316308042","75902.01367128104","80787.38999733362","86906.14746373628","80215.78009557144","82048.9162137795","74459.28191387999","69619.06383252522","65187.65040806434","69021.55616152586","69182.96597248804","70249.16904985022","65093.87543425379","58179.05064378098","55703.82841896819"
"IMF.STA:MFS_DC(8.0.0)","CHL.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Chile","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","10709396.8444237","10041738.69038097","7611773.202993559","7242096.540832817","6938818.93642343","9352016.866671244","8386991.271537193","11083500.66021331","8529006.402958285","8054515.082856645","14873084.18170595","13929058.25285198","15779466.94386519","19484328.21283654","20951877.684387","21454533.16419086","16417123.91084256","17128571.2458301","20259307.42601784","26140712.38999085","36050959.86788113","24723161.87263079","30082696.89316093","32166603.67278365","29132110.04166932"
"IMF.STA:MFS_DC(8.0.0)","MKD.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","North Macedonia, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","25497.71547985437","16530.07736881812","65367.00575356867","67718.09906296229","88934.52227947229","107532.1708567328","109068.9360472899","90979.41271959343","94677.3805898389","99769.78900745917","124793.452467384","126156.6877169432","114828.4829818128","146448.1964719947","137539.2179605931","158504.5281134683","144035.4418387489","180692.5683119746","192408.17006217","195185.2367636217","195935.1317381692","188421.1348603742","229261.4608402822","282192.7680237948","276973.8394121247"
"IMF.STA:MFS_DC(8.0.0)","NOR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Norway","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-156509.5316336483","-173535.9472333047","-209661.1651453665","-274668.3950527979","-341376.9132895059","-430337.2675109669","-582979.0452228149","-884317.687986052","-841831.905002406","-840936.353501638","-859266.29315772","-900919.735235855","-934429.646896178","-906938.977717103","-948884.434205041","-864788.685424325","-969311.712998928","-1082181.084623881","-1106823.346550666","-878113.39910506","-672906.473041584","-832818.583744807","-818188.356024177","-717625.606913153",""
"IMF.STA:MFS_DC(8.0.0)","TUR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Türkiye, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-3871.4843100857","-10293.91859932549","-11421.94336932954","-5200.6501664225","11444.79028911877","38354.2864456597","48148.02522150125","71363.7388573595","66799.0932376515","27965.4236304467","30524.4543106479","36956.0245377416","-11552.7811939694","-53080.4780787045","-80196.8463732497","-62408.0621727952","-112839.4352088353","-65648.6570145152","100705.5797923744","-33417.759250187","398759.262915981","822003.296626482","738231.522038839","651847.364410737","1474266.40964592"
"IMF.STA:MFS_DC(8.0.0)","HKG.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","6552992.84150941","7475696.34270846","7855139.23602636","8147261.15111881","8459411.34095804","8597326.16355589","8784376.21847938","9368807.48381883","10535931.24","12078376.56"
"IMF.STA:MFS_DC(8.0.0)","COL.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Colombia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","18580175.9998276","25522044.31714192","28133811.37490807","23565635.32121271","29763167.6900878","35207629.38083122","39733917.78565672","49758200.97617286","48605196.79194111","44303470.86870782","49355736.02468743","53144752.901877","67826256.04379215","92814785.95900744","131762933.2225955","130824472.3539469","128443141.6821674","153757443.9321709","165746717.885024","207983866.214081","241245731.6602584","251739000.412877","217564258.5155269","273504755.5267146","241279086.5903894"
"IMF.STA:MFS_DC(8.0.0)","CPV.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Cabo Verde","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","9913.586587463056","11070.64027483849","10233.11584917588","13715.75161148884","21864.07151386751","25188.6519512875","30998.17575517654","28990.97625191196","27376.01829955236","28482.46063652375","19985.54928677198","25375.4520257787","33540.95299168035","42616.72560002608","48463.36939749135","58018.46304741857","60227.12547548619","56385.8752635021","70782.1334859491","60876.87064943079","63823.53015326584","66611.33775696137","76551.65129119982","96561.779547292","118674.1010766702"
"IMF.STA:MFS_DC(8.0.0)","THA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Thailand","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1211905.551542256","1628240.343981971","1851485.753854488","2099557.418751609","2388850.003042321","2947106.834801367","3594355.656634282","4132330.51018737","4569851.437376085","4883868.026844196","5427450.136237971","4944818.988747863","5009288.279794093","5042838.594822256","5875072.138334658","6154376.486626126","6411719.096483513","6716302.795732785","6823695.796191272","7775845.70443617","7763054.875667504","7570461.122876008","7897483.717716267","8466322.098628736","9509754.071153535"
"IMF.STA:MFS_DC(8.0.0)","GEO.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Georgia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-308.3119260162012","-287.6585111797778","-264.6437082727982","152.0911078621753","65.937668256136","509.614810159423","372.824919787541","-169.0715833452","341.565656901028","484.260968830438","59.895893150888","266.892313266022","760.990486741334","539.962877472957","1094.230293704441","1828.317981814285","1490.61818400949","-303.12446494615","-348.35771327155","233.32050842593","-648.65340571456","2415.7118396214","2301.0746772217","-553.84174116843","1096.44684693111"
"IMF.STA:MFS_DC(8.0.0)","KHM.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Cambodia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","3002086.761289448","3654633.735366221","3934874.300483467","4725262.828643872","5399344.871772649","7215261.246103559","10541182.96936318","10136436.715531","14346106.38024867","16885005.30494166","17463051.87562074","20670166.58570586","18544641.40635241","22342532.84392232","21491538.71250929","26347346.85220083","38425217.83096149","48883682.35856579","60182122.49732647","67363847.15265394","57063108.50020398","39490468.73173764","61234435.53886607","92559496.41671476","132358742.3615006"
"IMF.STA:MFS_DC(8.0.0)","SLE.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Sierra Leone","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","-331.242568603389","-274.4379403979287","-360.0465014578082","-205.310455818659","-6.8643210869243","555.8227947769012","680.5613047045683","678.1139051444859","832.406702408416","839.49334861356","1270.386340272556","1628.69966262412","1882.963548572098","2395.786238249025","2354.85216143908","2439.510948510673","2169.214377036029","1940.349183440812","2144.444161968778","3204.771123804233","3664.72331092848","3621.01446887935","2323.57985693643","969.6007128845","417.36932190625"
"IMF.STA:MFS_DC(8.0.0)","TUN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Tunisia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1744.053200702236","1810.108475864396","2167.601680939848","3109.754082040606","3981.767704519192","6853.556695269526","6878.064968228512","8205.614051827929","9874.029203896879","9416.230478065433","6073.034304888287","7710.870237237646","4604.36044021924","4422.47437177501","4966.74794190296","3169.95626888148","2421.82947132557","1651.72449774385","5817.59999004037","7581.57004792194","6613.54478035065","5957.94339063192","8829.43962261923","9571.60946397711","9278.20873118861"
"IMF.STA:MFS_DC(8.0.0)","URY.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Uruguay","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","19667.9728605714","-14815.5928447471","30958.9809963232","45630.341996364","78045.2846586699","132828.6595080278","160919.6603568128","212742.4283374103","216346.2154218192","252494.0439988879","300217.9506609407","325325.8524003958","395268.8207796171","481989.0679461227","602610.5268958027","575182.8189396984","629491.0963340355","718007.9462656766","840661.7428484308","1099988.198744056","1240648.12727815","1064221.280714563","1027482.979328078","1218820.077746828","1153239.2138208"
"IMF.STA:MFS_DC(8.0.0)","VCT.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","St. Vincent and the Grenadines","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","254.558226165069","273.4339619765074","314.0985974498225","427.5776912057548","430.6018004257782","429.1938617439568","353.4844337763442","370.5570339433196","330.777964732447","432.1344844158535","337.3832692511092","351.8668779628897","436.2813344160872","438.4803220676122","486.1671959492323","602.9304479925363","553.4358035800197","553.482782972434","789.2104765164416","822.9634478085844","1130.467221481059","1001.564459870453","825.779684680548","941.3949921847523","1065.409935487165"
"IMF.STA:MFS_DC(8.0.0)","DMA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Dominica","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","95.5919377434462","191.3515528782302","275.7654301870034","334.9558028318155","323.7674782868536","388.3238838578881","437.3158207059221","450.1734557811817","486.018975261947","472.1766114105053","394.8321252404579","480.7240030875645","468.1252005976024","559.5985308888434","686.1642524122105","1027.797795898175","1349.996843940782","1127.394065119106","824.3888296259871","895.8197709456056","882.7690125896568","841.8689192030417","863.0827135915415","877.6428065633423","1049.774118894768"
"IMF.STA:MFS_DC(8.0.0)","GRD.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Grenada","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","205.3783801009808","299.9046772881755","379.0311462497827","681.9793421128723","507.3685096135833","394.5024433812215","384.2292877056187","215.8808096046575","222.2183452364517","164.6078605136781","88.0803499493015","32.870994369252","271.6732616922729","490.4146187856311","757.2526654042661","901.7594439843844","945.1611863762118","1218.834098524132","1310.049992754174","1568.539204687742","1777.253738354537","2076.499988092135","2266.834415536095","2755.47204308971","2546.817306093296"
"IMF.STA:MFS_DC(8.0.0)","LCA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","St. Lucia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","117.6255435265095","110.8236217353172","343.262876985702","359.9188967006299","248.4563505438641","123.848825319191","-40.855290129915","-536.182581984477","-495.495749329168","-324.080626503927","-536.071257067092","-623.602109054404","-693.072568253362","-347.10519739769","231.133386647931","450.844960008819","556.614066184473","795.918723472559","913.59110927392","948.085166888048","1355.519726239426","1474.569615109702","2325.611079525486","2963.538183710199","3043.941519396154"
"IMF.STA:MFS_DC(8.0.0)","MSR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Montserrat, United Kingdom-British Overseas Territory","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","130.156335","136.304589","163.568717","173.126305","162.721678","167.092016","170.880025","167.104093","184.845315","186.7411960478245","231.9726172516942","278.8689258872589","270.080322265518","288.095718205021","320.512","310.1817","295.9203097681","309.6366084","307.25862","338.0461638","317.63571181","325.98059873","342.33496593","398.46482564","509.225840235"
"IMF.STA:MFS_DC(8.0.0)","KNA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","St. Kitts and Nevis","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","234.0931847754727","312.4096834060298","403.6578484438117","281.1065185541254","370.123198716491","449.68547931114","550.403063749537","739.288843483464","589.728840984785","623.042300272207","810.513534751871","1175.688407750547","1728.017145318968","2212.616481141792","2161.38448217604","2146.865397257456","2376.432215943985","2357.832533095668","2512.424707685039","2502.506157731149","2783.378575033685","2572.082424272175","2370.545208143733","1975.794486577439","1677.961674529142"
"IMF.STA:MFS_DC(8.0.0)","GTM.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Guatemala","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","9077.73334218259","9146.82349670235","21033.16206221625","24477.23139897731","25359.97638552693","27917.26410807731","28484.20650418082","31937.02605427951","42199.11244860223","47254.81851619292","41929.51712473146","41497.15459805771","43748.52681199918","40404.33911926053","41734.79536061105","49170.98717236857","65237.0829563826","77479.84708861548","94185.32516034219","130596.0437483779","143550.9498312093","135054.7119476802","145108.1590724439","167677.5826445321","220269.8063580369"
"IMF.STA:MFS_DC(8.0.0)","ARG.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Argentina","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","671722.3744102557","1771970.206105467","1481296.562221163","1670619.827844401","1646000.049413833","4321823.356535263","4371535.13742528","20977682.706","28447128.3300677"
"IMF.STA:MFS_DC(8.0.0)","UGA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Uganda","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1439636.038696557","1472241.363557479","2218339.586031968","2510275.459088128","2679427.864560648","3784992.963253267","4942419.517270059","5014408.909711771","5216105.665541947","6171301.536991462","6312456.031542485","8454450.013852782","8510002.42506689","8626526.667839758","10255504.18298206","12115566.4059554","13825526.01879128","13940239.12963279","14075663.86469539","16006214.78911715","15577902.96678066","11354176.50776217","10380493.33457927","8873971.40838617","18214482.97375553"
"IMF.STA:MFS_DC(8.0.0)","BOL.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Bolivia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","10461.2075653089","9811.747172028858","11828.46571975049","12973.4005138985","19273.6466450975","32422.93562914583","46223.55438423471","59371.84098877381","67556.25373291237","75924.76861648161","89544.30767949495","105256.9685596835","110362.4413932205","118954.9825936047","106225.0271775066","85424.1401102269","85972.62646553026","73777.65206731924","54471.85155280924","42293.08724622777","39174.40628309567","32689.42254750998","17714.39471954298","19320.47138273784","25970.40923007391"
"IMF.STA:MFS_DC(8.0.0)","QAT.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Qatar","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","13849.09996133294","17406.485744203","25219.37921113854","30464.50137849892","46145.12236937942","58254.66008221857","56909.92201605531","42538.35776677088","42726.3339267669","60821.008459916","14914.5713156337","24676.1040764341","108956.0409014216","126876.9879063145","48720.5031399962","-59154.9267529871","-75242.0246275305","-90960.2264611169","-156522.9199474886","-250779.0501915917","-310192.2314531759","-234326.6909060903","-205083.6572083345","-252060.2414483927","-243376.1419645682"
"IMF.STA:MFS_DC(8.0.0)","ATG.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Antigua and Barbuda","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","320.038305808595","328.865521948708","670.9409231739","644.938048164134","714.0790346761","930.247142631036","887.075221977011","556.221606906278","385.603868024794","284.196169300567","190.545902876552","233.874913255982","244.467362347093","633.610714735203","1336.051621791168","1334.081168541562","1506.041450081908","1746.53289079773","1713.302088114034","1539.578930600301","2111.824674343071","2249.817133540814","2257.424231008723","2421.051473886848","2718.613315505958"
"IMF.STA:MFS_DC(8.0.0)","AIA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","151.737624","209.390786","200.708878","332.119869","518.182297","528.442833","396.614847","160.344329","37.742592","196.806520665991","187.117020864796","186.27583830396","233.827498585033","263.464898019073","325.684","432.235","493.9794562024","544.79590218","612.65978","669.3719418","699.75304222","726.95876691","965.83734982","1269.55915431","1456.391306504"
"IMF.STA:MFS_DC(8.0.0)","IND.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","India","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","25384505.06311318","27354557.01363514","28843157.71420363","34230928.51569679","45989645.44235157","48516606.40516614","47511972.65195037","53373370.10143901","57956411.27152516","66950565.57409462"
"IMF.STA:MFS_DC(8.0.0)","PHL.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Philippines","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","560332.6178887207","680680.9097330626","788614.6474195553","873285.6452798337","1100796.323284273","1405633.345595004","1656939.47134349","2027856.218721669","2425532.87788877","2865080.345918617","3242541.714259775","3248547.643376767","3575053.77580859","3752095.557963286","3998823.77761842","4309037.709349926","4403155.593690523","4461032.233073479","4857890.210003999","6095824.356050698","6493145.460492961","6265451.349702874","6556056.84843294","6948436.569150086","7358467.845579692"
"IMF.STA:MFS_DC(8.0.0)","SEN.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Senegal","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","77777.3540039104","211566.6484644315","422507.1151585558","547056.6992918245","537426.9416314113","628669.4139788564","721984.4862695822","593585.6309802254","690796.1311482713","814685.4871435325","691069.8937868664","704661.8724166884","581100.8456028118","837128.7024056691","1118860.058553377","1165086.567237228","1308963.805733056","1921528.510201","2065114.801158783","1994507.808334519","2103138.769521","2692546.264967","3113586.09099","3240823.853737","3629577.437311"
"IMF.STA:MFS_DC(8.0.0)","GNB.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Guinea-Bissau","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","33953.01980392852","48609.86938484183","11512.33535613952","29614.2329146647","35171.4762481812","40987.97004288697","50447.82537525946","61550.16183414464","77861.41340957952","84715.40598433646","115626.9490094137","70471.98629515219","94333.92480516009","152715.4367041066","168397.0646147318","201677.0929444166","227293.336942199","244043.325946","229168.5130823277","280532.8146314231","337789.731749","274426.883038","264415.800033","275718.192997","307129.225611"
"IMF.STA:MFS_DC(8.0.0)","DJI.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Djibouti","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","","47077.58776307046","60836.88035504732","72233.34090959478","81952.78352150616","93139.02494009317","95727.45515022471","113126.1539900908","126375.0815272096","136148.2794378525","124148.0471252733","141023.7449735988","163075.1690216016","173907.5444081438","210074.9305058402","232506.2224728687","295572.3600390911","272668.6617985132","274395.0485722907","350742.8165818368","339967.1360619027","303108.193292622","301079.403084171","267906.371946412","281404.1677309297"
"IMF.STA:MFS_DC(8.0.0)","NER.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Niger","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","25435.51167525981","25856.01535585732","65828.04328486242","46145.1935402684","56379.5262314949","165772.5037142721","222356.3132811804","278747.3109827271","193984.6482203054","289753.7478094864","239051.6628717475","417300.4786141982","533233.2446884912","704027.831748533","591316.5359928489","569815.2451129446","441826.3933813172","423047.845883","743553.228024567","654163.691551447","774214.350536","941929.092428","666098.776616","549044.57088","736202.717347"
"IMF.STA:MFS_DC(8.0.0)","TON.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Tonga","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","47.00456174955996","45.20813749883841","56.91033132566871","94.0972850184545","80.1316608162482","78.023855015488","98.97645604532335","116.2251188923958","124.8807217163546","160.5740926004329","201.7358858577035","254.6978351908413","261.7405499066604","288.1966413496363","327.1701653497814","390.5371506231356","441.7895050630666","502.0835041255426","502.4841793374573","705.8968335597216","776.3303520259143","815.1295888695952","837.4028832966311","849.0829689496233","925.3921414259136"
"IMF.STA:MFS_DC(8.0.0)","BWA.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Botswana","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","2530.339516411132","31024.76455210158","24925.3242810707","25239.72354934393","35868.77388067152","48772.7350085655","60544.62906560447","72780.06357317064","59270.63420026042","52550.35401521822","63609.74008931926","63682.29010882205","71941.16433722193","83252.58253791639","91045.48561096113","82237.60739946892","80945.52064534311","80128.05647275499","73678.68441911926","62950.79252610983","65168.32233749598","65762.49169557555","70964.74189512464","60665.31003926339","60031.14084998182"
"IMF.STA:MFS_DC(8.0.0)","MEX.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Mexico","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","286725.4020850805","365341.9441990529","450025.7190282046","547817.8308574335","707711.0052413247","791190.9540886941","963327.8200540826","1379366.251209215","1200144.585248464","1333940.287266137","1935844.089510073","2096776.752887306","2211776.070419316","2835687.383937806","3024890.230814642","3641688.642691477","3487395.727722537","3396184.576333441","3336820.402583188","4018084.076399406","4281454.065576016","3922965.018575355","3712136.41434517","4999214.869857497","4771559.163294162"
"IMF.STA:MFS_DC(8.0.0)","ARM.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Armenia, Republic of","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","85070.4629380995","156999.9540802986","205182.7222733151","225108.6772965321","278532.7620668511","336812.3928710503","374390.0956704744","201255.0215105749","369266.6065744968","192707.5025650347","27995.7256251446","-141027.2186948514","-92960.29951632","-409091.9629363816","-134128.357298045","79330.238867721","154243.286739241","-10844.468389774","18123.558685155","-506549.919129572","-159021.613556126","375429.528138547","401752.874984914","216637.460655206","305819.693991852"
"IMF.STA:MFS_DC(8.0.0)","SUR.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Suriname","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","211.2507855800609","572.0505824384875","721.4821045586902","964.8124194367325","1034.545128870666","1428.088697505608","2133.902437958324","2678.513010039336","2983.230925489903","3074.269074123374","4402.284727949741","5171.303929364149","4585.808193490018","3839.247672752866","2996.448952989568","6447.234904467079","6365.148499175985","8430.232362354986","5867.258971588377","11674.99935459091","22674.93932573447","45193.94210251599","62426.30177601633","67595.57454363265","68741.89598130343"
"IMF.STA:MFS_DC(8.0.0)","G309.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Eastern Caribbean Currency Union (ECCU)","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","1571.70541428849","1977.021656852388","2510.350421474183","3028.435142509332","3136.37831636767","3302.139064244435","3027.083366784517","2353.833976734424","1919.131545911258","2217.187616650298","1874.567907878684","2049.26698541305","2904.68683155921","4521.403206195484","6178.468879810847","7032.237954072933","8090.32841582798","8593.46319196163","8905.6714839696","9226.280011961428","10759.83833982144","10777.53766970832","11852.54152924613","13166.86339475229","13476.46653594348"
"IMF.STA:MFS_DC(8.0.0)","JAM.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Jamaica","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","88585.44566793928","78147.2288286012","61524.70380962356","94948.40457226451","125382.8815439374","140593.4763049641","123147.774676045","89824.0838301687","91536.0013559847","150348.46247061","157921.0821114324","89066.39887032","117663.6595987698","277176.4322403249","244991.6667129626","264800.5077706455","288913.0845984146","298590.4444465906","367459.265809356","365199.2498886125","496402.3414055458","536528.6662002838","696508.6251347779","893288.5342682977","1112900.543500236"
"IMF.STA:MFS_DC(8.0.0)","CRI.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Costa Rica","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","111143.9844098547","181365.2795740811","340249.779195337","624248.372761829","1224319.277758029","1670262.656552492","1805514.202667871","1783882.084745977","2277169.970866967","2296229.009861573","1881600.838555968","2473089.531494438","2136803.611172578","2189295.899282601","1822133.239530013","1610586.34104985","1673322.142198677","1750066.144101084","3353900.112411709","3753294.725286087","3943964.201198898","4493908.724721033","6473363.640564774","6614076.227436858","8463151.414364175"
"IMF.STA:MFS_DC(8.0.0)","MYS.DCORP_NETAL_NFRA.XDC.A","OBS_VALUE","Malaysia","Net (assets less liabilities), Net foreign assets","Domestic currency","Annual","Millions","120937.0315046883","120165.3308889152","146744.5130803147","217931.826898691","219606.2896206294","263119.1021093654","290070.3523034946","257162.8740146826","288170.037640308","284190.2438681908","356968.3985531049","347380.7369712198","337208.1191047354","325973.882454931","359740.6737255026","349213.676875374","333100.8764454749","306139.771458866","287267.8685504281","312060.6361261623","353936.3851803522","301504.3971018577","299036.9455094861","258939.066002974","289803.6470079495"
