"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","PRICE_TYPE","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:ANEA(6.0.1)","CYM.B1GQ.V.XDC.A","OBS_VALUE","Cayman Islands","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:ANEA(6.0.1)","MAC.B1GQ.Q.XDC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:ANEA(6.0.1)","CYM.B1GQ.Q.XDC.A","OBS_VALUE","Cayman Islands","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:ANEA(6.0.1)","GTM.B1GQ.V.XDC.A","OBS_VALUE","Guatemala","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","416383220299.8574","447326326220.1075","476022821301.1836","502001704247.4402","526507414273.9789","551368082134.5802","593972019876.7979","600122500922.5025","668680534099.5621","740807493039.2539","816859879816.0527","878387362169.4166","947005529632.1355"
"IMF.STA:ANEA(6.0.1)","BLR.B1GQ.V.XDC.A","OBS_VALUE","Belarus, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433","871","9245","296154.332691722","5349719.85559052","11720976.7303096","18521372.6819789","35416103.6590414","67791084.4910124","292155375.68499","913381200","1717316200","2613826800","3656479100","4999181600","6506710000","7926700000","9716530000","12979080000","13744220000","17046580000","30724500000","54761670000","67068850000","80579270000","89909810000","94949000000","105748200000","122319700000","134732100000","149720800000","176879000000","193741000000","217969000000","255124200000","286652400000"
"IMF.STA:ANEA(6.0.1)","GTM.B1GQ.Q.XDC.A","OBS_VALUE","Guatemala","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","416383220299.8783","434887198364.8512","452683524935.985","464805496661.858","479120814725.6704","495443854664.6226","515350283027.4581","506148436594.4107","546851395273.173","569572647515.9111","589646109750.814","611554920479.7283","637729669009.9691"
"IMF.STA:ANEA(6.0.1)","BLR.B1GQ.Q.XDC.A","OBS_VALUE","Belarus, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31689048265.7728","32956612557.1036","34373747627.9681","35404955902.883","36006843628.455","37305335360.8063","38345305464.8835","40380746476.4316","41593111244.0396","40653248442.999","40165409461.6828","36309530153.3613","33550005861.7059","29624655175.8862","26340948510.3382","27072070606.3432","30167367299.6305","32714062134.916","33811148582.1238","35758805572.9354","37448567450.3771","39337688139.9126","42108427977.4439","46929711122.2446","51360200570.3482","56495186589.2478","61380470553.3636","67670946827.8289","67781594433.6905","73028433404.0537","77076914872.5796","78411417811.9471","79214338815.4889","80579270000","77493430000","75535600000","77448300000","122319700000","124089000000","123254200000","126260200000","193741000000","201735800000","210511300000","213143200000"
"IMF.STA:ANEA(6.0.1)","ECU.B1GQ.V.XDC.A","OBS_VALUE","Ecuador","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","482999999.517","517399999.4826","","","","","","","","","","","","","","2339032869.1862","2442572371.76081","2535654044.79691","2556128887.88604","3153717489.15682","2798597886.51814","2689986104.85066","3091270005.23774","3900130194.42154","6470750630.37154","7708140713.29644","9044610215.48689","11055223806.3328","11806451753.1192","14361486099.2826","18253786267.7884","22115453428.2809","20059812068.6448","17256547848.7316","16943154460.5291","17304168184.9846","14981725570.9602","13419722661.1185","12251597190.4715","13247373975.5499","14949428425.1016","16437645697.4302","17390510348.6685","18334685083.2827","22117649270.8742","23898126190.0257","24796935533.8514","27552824987.4759","27192302968.5669","19023351341.9603","17530684681.9521","23127055074.1496","27054197610.41","30965207738.8964","35194947568.1823","40278850252.4568","45690762288.6689","49848726264.1101","61139437082.4467","60094976937.0577","68151329246.774","78986647839.1967","87735047740.7123","96570334734.1648","102717793360.905","97209557101.8379","97671432666.6433","104467485714.113","107478960999.998","107595830000","95865473000.0004","107179074000.006","116133120999.997","120792801000.007","123802374000.003","130320560391.881"
"IMF.STA:ANEA(6.0.1)","PAN.B1GQ.V.XDC.A","OBS_VALUE","Panama","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67316471181.24874","69778991192.55738","57059846521.53228","67396392506.59954","76479304470.94314","83812155244.33313","86523959131.74721","90462645997.78225"
"IMF.STA:ANEA(6.0.1)","ECU.B1GQ.Q.XDC.A","OBS_VALUE","Ecuador","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","11913499366.8735","12163190316.2363","12636436990.3915","12927387326.4426","13614093419.7968","14578555757.6944","15170138681.0579","16542379033.6458","17842232702.0104","20056515647.4899","22607181463.6625","23999687397.7515","24454865904.7982","25713213023.6381","26768759939.446","27604704019.7009","30303882113.793","30804656722.5847","31022134537.2145","31929899899.6046","33464019653.5452","34617438690.2638","35925609207.3299","37000520835.6007","38074783521.3135","40557043515.3209","42306979641.9475","43011272095.411","44109790317.7904","45814243446.0941","46706975966.4727","49017332857.3283","50237588550.9001","51941057071.3296","49665731060.8449","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:ANEA(6.0.1)","PAN.B1GQ.Q.XDC.A","OBS_VALUE","Panama","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67316471181.24872","69405347011.91596","57036460526.14995","66428725697.33247","73761492154.07598","79047483697.1784","81219618004.64474","84752875686.74344"
"IMF.STA:ANEA(6.0.1)","BRN.B1GQ.Q.XDC.A","OBS_VALUE","Brunei Darussalam","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18597364949.64197","18136537539.69487","18377522522.55801","18387147024.88918","19098517088.56678","19315012800.22596","19007756823.44707","18698247524.00186","18909097226.14026","19675391596.17466","19807130570.80576"
"IMF.STA:ANEA(6.0.1)","BRN.B1GQ.V.XDC.A","OBS_VALUE","Brunei Darussalam","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17778007375.7514","15747723314.72261","16747678102.28984","18300660513.62","18374986776.64679","16564437814.19116","18822028195.79875","23003104766.67267","20273906340.29466","20495826526.23676","19655743187.99605"
"IMF.STA:ANEA(6.0.1)","LKA.B1GQ.Q.XDC.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6413668000000","6952720000000","7588517000000","7846202000000","8235429000000","11566987400000","12151539499094","12902690873611.3","13210813011312.5","13179930633353.4","12595550102970.4","13125504912983.4","12160886210088.6","11914150381754.6","12508954348831.5","13128577135508.6"
"IMF.STA:ANEA(6.0.1)","LKA.B1GQ.V.XDC.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6413668000000","7219106000000","8732463000000","9592125000000","10361151000000","11566987400000","12812974800000","14387319000209.7","15316464764478.1","15869401540595.7","15671535266579.1","17612370437614.1","24063161651223","27539080101678.7","30095824985347.1","32750843826608.5"
"IMF.STA:ANEA(6.0.1)","MAR.B1GQ.V.XDC.A","OBS_VALUE","Morocco","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","15006649080.8803","16330492300.7356","17171585534.3077","18101784704.9816","17669775710.1694","18665400550.7743","21084089749.91","21048683130.9485","22389988442.8791","24662870823.021","26133837317.238","28254943885.4215","37956575941.9384","42633269413.7045","49507765409.4356","58163094996.6566","64466694803.0097","72518895223.0941","85537476158.8107","92005760605.0455","106560971965.854","115569012358.366","130613270660.86","150857283031.272","177191428955.686","181940170055.709","211017346918.984","223360363835.945","248753508810.315","281095960603.406","287825110825.944","294364249632.89","327664876747.615","333318637879.424","376190905363.47","372961514835.066","401523653430.322","408177051441.701","412897152706.361","446011646457.906","465492178649.078","498482124861.405","528763546768.219","552670895779.898","603737244644.417","647532000000","716959000000","748483000000","784624000000","820077000000","847881000000","897923000000","1001454000000","1078119000000","1094249000000","1148895000000","1195237000000","1239836000000","1152477000000","1276563000000","1333539000000","1479763000000","1596799000000",""
"IMF.STA:ANEA(6.0.1)","MAR.B1GQ.Q.XDC.A","OBS_VALUE","Morocco","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1001454000000","1044963000000","1050409195732.57","1103537823080.65","1137368334717.25","1170249366209.59","1086246439133.82","1174827480527.85","1196123341287.89","1239848959184.66","1286881113405.25",""
