"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","PRICE_TYPE","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:ANEA(6.0.1)","ZMB.B1GQ.V.XDC.A","OBS_VALUE","Zambia","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","350004.639165569","324078.969027206","393363.984149232","503265.006500879","629310.667437766","745088.684330776","887113.230150306","1078487.83100164","955009.007805417","1013358.15374067","1169393.739552","1233015.93736292","1422697.18015233","1528789.31918947","1894502.94801427","2170794.63611335","2459628.89711878","2907360.32367271","3347989.53087431","3808010.28560606","3928205.73221056","4568519.65684905","5388034.06551607","7727474.53079084","14330575.2928905","21611141.2994883","33679856.8244579","60296482.8634964","123723729.305277","238508195.440813","622354539.544026","1619492686.51729","2447759950.51396","3289686652.66114","4345083181.99142","5656664083.45456","6587519620.74214","8129497012.62672","11201004796.3449","14784761375.8442","18447049567.7158","23201878033.5306","29729908127.7844","37189302457.3346","45964238261.0741","56262974339.3523","67088703213.767","77348348122.5092","97216000000","114030000000","131272000000","151331000000","167052000000","183381000000","216098000000","246252000000","275174000000","300450000000","332721000000","442337000000","493964000000","557406000000","662094000000",""
"IMF.STA:ANEA(6.0.1)","ZMB.B1GQ.Q.XDC.A","OBS_VALUE","Zambia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","17373433582.9187","17768500314.7246","20923892899.9213","24764677057.2011","28088189442.8592","31670339934.2199","34036886593.0091","40386475470.8682","34856272309.9299","34878258117.6381","38310302489.9742","37942090528.4076","40500329277.9905","39516597576.5518","41220257925.6314","39431711876.597","39658016519.2672","38451082103.8711","39933079040.4029","42581219542.2051","41341408525.0675","40868196018.5845","40166043723.1206","40662926438.0078","41353464658.3804","41970087342.6505","45860943909.5297","44183283979.1816","43927667721.5167","43634931401.9297","44530360144.195","44495920577.1848","38574037029.7801","39691784780.6626","42160036898.2822","43768023923.1","43599190385.3955","45626635501.8516","47404852793.9895","49925306365.6933","52174947945.6218","55798484374.5458","59722454341.4096","64043731631.212","69105552464.9414","74877549697.9653","80698452401.9082","88139130892.2063","97216000000","102630000000","110427000000","116012000000","121457000000","125004000000","129698000000","134271000000","139688000000","141701000000","137755000000","146344000000","153970000000","162235000000","168433000000",""
"IMF.STA:ANEA(6.0.1)","KEN.B1GQ.Q.XDC.A","OBS_VALUE","Kenya","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5361462000000","5793514000000","6090207000000","6368447000000","6610311000000","6942157000000","7287024000000","7594064000000","7885522000000","8330891431855.21","8756946000000","8733060000000","9395942000000","9852583000000","10416150000000","10908286000000",""
"IMF.STA:ANEA(6.0.1)","KEN.B1GQ.V.XDC.A","OBS_VALUE","Kenya","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3275643000000","3597630000000","4162513000000","4767191000000","5311322000000","6003835000000","6884319000000","7594063000000","8483396000000","9340307000000","10237726000000","10715070000000","12027662000000","13489642000000","15033610000000","16224478000000",""
"IMF.STA:ANEA(6.0.1)","PAK.B1GQ.V.XDC.A","OBS_VALUE","Pakistan","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5147094961324.63","5655817907899.25","6030116987006.26","6581622987767.13","7611677902880.17","8619231796799.2","9689070773723.1","11165234339638.8","12647136760801.7","14705697558497","16507053350271.4","19731030411379.2","22344639137167.4","25042169405187.1","27952815352718","30425879918414.8","32725049000000","35552819000000","39189810000000","43798401000000","47540409000000","55836225000000","66657868100000","83650841788452.9","105379298000000","113934970000000"
"IMF.STA:ANEA(6.0.1)","PAK.B1GQ.Q.XDC.A","OBS_VALUE","Pakistan","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16640025682885.5","17247611289107.2","17695155184476.3","18650925525549.8","20111527169523","21574957414317.4","22880595665680.2","23897595662880.4","24404330089654.7","25251782799642.9","25630993246384.2","26317933816263.8","27114731346182.5","28298795072716.4","29463694645325.2","30706456224727.5","32725049000000","34175628000000","36278011000000","37184104000000","36710346000000","39101616000000","40969932611768.9","40799933226002.8","42064504000000","43634426305391"
"IMF.STA:ANEA(6.0.1)","CHN.B1GQ.V.XDC.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2729560000000","3581970000000","4886230000000","6164940000000","7221050000000","8022510000000","8586390000000","9137890000000","10130860000000","11215730000000","12331180000000","13937730000000","16422790000000","18990750000000","22257830000000","27417970000000","32431790000000","35452160000000","41925330000000","49570750000000","54751070000000","60366040000000","65578290000000","70251150000000","76119290000000","84738290000000","93601010000000","100587240000000","103486750000000","117382300000000","123402930000000","129427180000000","134806620000000","140187920000000"
"IMF.STA:ANEA(6.0.1)","CHN.B1GQ.Q.XDC.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58547730800000","63148297600000","68060239800000","73138209800000","78244463500000","83544495200000","89301745500000","95336594800000","101121010300000","103486750000000","112355970000000","115877050000000","122152940000000","128210560000000","134569020000000"
"IMF.STA:ANEA(6.0.1)","GNQ.B1GQ.V.XDC.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","1062593211.0385","1158364045.95725","1352777586.76062","1469812855.32751","1493836387.9547","1558377727.18356","1728488070.36923","","2124910810.20231","2321611619.62141","2747338029.09095","3339012351.02455","4011928041.39317","4643267585.09809","5583201352.55422","5806618632.42454","6189842162.22267","","","","","","","","","","","","","","","","","","","","","","","","","","","5274150000000","6264840000000","8844110000000","7095920000000","8072290000000","10064600000000","11430500000000","10840500000000","10746900000000","7795420000000","6661370000000","7084540000000","7274689000000","6689508711689.82","5768440000000","6861745144338.41","8648291183691.9","7580433153494.93","7840642608005.77",""
"IMF.STA:ANEA(6.0.1)","GNQ.B1GQ.Q.XDC.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","23213860686.395","24596122123.4085","26060689825.5597","27612462156.3782","27915286499.2738","28468655401.1077","30832031250.8323","33840271356.7482","35289238243.9828","36068447787.1058","38709410945.8585","39885651626.7838","42508471636.8278","42632441221.0224","45751684148.9277","43462296804.8538","41291777180.0927","","","","","","","","","","","","","","","","","","","","","","","","","","","5274150000000","6080150000000","7162360000000","7258580000000","6610810000000","7042090000000","7627490000000","7312230000000","7342580000000","6673670000000","6085290735083.84","5740407000000","5382403987810.95","5060592945292.44","4812961000000","4854365328082.5","5010845825669.32","4755828830291.08","4797768747622.8",""
"IMF.STA:ANEA(6.0.1)","IDN.B1GQ.Q.XDC.A","OBS_VALUE","Indonesia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6162847000000000","6452609800000000","6864133100000000","7287635300000000","7727083400000000","8156497800000000","8564866600000000","8982517100000000","9434613400000000","9912928100000000","10425851900000000","10949155400000000","10722999300000000","11120059700000000","11710223200000000","12301452600000000","12920532400000000","13580524700000000"
"IMF.STA:ANEA(6.0.1)","IDN.B1GQ.V.XDC.A","OBS_VALUE","Indonesia","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5414841900000000","6011375000000000","6864133100000000","7831726000000000","8615704500000000","9546134000000000","10569705300000000","11526332800000000","12401728500000000","13589825700000000","14838756000000000","15832657200000000","15443353200000000","16976751400000000","19588459900000000","20892312300000000","22138990800000000","23821103600000000"
"IMF.STA:ANEA(6.0.1)","MLI.B1GQ.V.XDC.A","OBS_VALUE","Mali","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3751025066981.76","4223273607551.09","4628097067113.02","4924778977215.44","5468912463591.98","5921999734044.66","6529566064709.35","7307578882244.35","7603183349866.35","7788479775817.62","8365945024567.48","9212959000000","9922468000000","10630874000000","11313342000000","11997947000000","11913802000000","12753787000000","14125011000000","15210920913363.5","16383016411131.7",""
"IMF.STA:ANEA(6.0.1)","MLI.B1GQ.Q.XDC.A","OBS_VALUE","Mali","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5374854619429.63","5778220508181.6","6162718388967.88","6401525462181.02","6820015840019.36","7136021945578.14","7629957538304.32","7936615851622.95","7891330427191.64","8079311857467.55","8693544344109.29","9212958999999.99","9766202999999.99","10291189900392.2","10792149587949.7","11331756971954.1","11199281177560.8","11546564306677.6","11973788888976.7","12521862592926.8","13129428842521.5",""
"IMF.STA:ANEA(6.0.1)","WSM.B1GQ.Q.XDC.A","OBS_VALUE","Samoa","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1844857250","1893740125","2127984000","2099198250","2088879250","2150189750","2210613250","1987990042.48443","2076159716.72602","2193488944.31206","2454816994.57104","2537019123.83348",""
"IMF.STA:ANEA(6.0.1)","WSM.B1GQ.V.XDC.A","OBS_VALUE","Samoa","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1844831000","1907479125","2114166500","2231988250","2252179250","2313197250","2417196000","2209587366.86205","2292421765.34729","2517863616.66819","3110687888.07422","3455420335.83233",""
"IMF.STA:ANEA(6.0.1)","ZAF.B1GQ.V.XDC.A","OBS_VALUE","South Africa","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480994000000","545092000000","622901000000","701804000000","778645000000","845733000000","925690000000","1053138000000","1165941000000","1360679000000","1490399000000","1652433000000","1837000000000","2057594000000","2346651000000","2611631000000","2794229000000","3055613000000","3327047000000","3566385000000","3868631000000","4133873000000","4420793000000","4759555000000","5078191000000","5363190000000","5625207000000","5562760000000","6206841000000","6666581000000","7037674000000","7352450000000","7641793000000"
"IMF.STA:ANEA(6.0.1)","ZAF.B1GQ.Q.XDC.A","OBS_VALUE","South Africa","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2315155800000","2389240800000","2463307200000","2569229500000","2636029400000","2649209600000","2712790600000","2826727800000","2903049500000","3010473200000","3099254300000","3240411700000","3411409900000","3602578700000","3795694000000","3916816300000","3856572100000","3973801600000","4099713700000","4197952400000","4302291200000","4363118100000","4420792500000","4450171000000","4501701600000","4571783400000","4583667100000","4300904400000","4509870300000","4602689500000","4639792000000","4664607700000","4716600600000"
"IMF.STA:ANEA(6.0.1)","NAM.B1GQ.Q.XDC.A","OBS_VALUE","Namibia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103182000000","105916000000","106229000000","112645000000","118380000000","124372000000","132004000000","140047000000","146019000000","146068000000","144568000000","146100000000","144874000000","133137000000","137935000000","145382000000","151670000000","157400000000","160124000000"
"IMF.STA:ANEA(6.0.1)","URY.B1GQ.V.XDC.A","OBS_VALUE","Uruguay","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1733770027852.07","1864139205253.34","2007728967178.13","2193671429720.86","2250204793804.09","2645463989462.01","2933055502977.52","3075193043893.43","3310431641758.39","3515517082892.17"
"IMF.STA:ANEA(6.0.1)","NAM.B1GQ.V.XDC.A","OBS_VALUE","Namibia","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61583000000","70111000000","75214000000","82599000000","90108000000","106863000000","117423000000","134836000000","146019000000","157708000000","171570000000","181067000000","181211000000","174243000000","183292000000","205584000000","230985000000","250025000000","269768000000"
"IMF.STA:ANEA(6.0.1)","PRY.B1GQ.Q.XDC.A","OBS_VALUE","Paraguay","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","16069406909330.86","16826322790962.35","17535127828786.37","18616690087266.33","18987442090872.4","20724862764872.83","21663092605753.47","22681507388873.69","23941108057492.1","25267002997545.65","26942533129564.46","28910095916511.83","31333202959922.02","33480293370129.88","36000003351895.33","40137873113977.76","44965949476629.43","50299876491134.76","56191071434889.17","61344050517995.21","60486695199368.53","58646316192939.46","60298148010339.95","63025515056444.36","66154628305573.76","71170673583112.3","75380683727446.4","80608487852789.98","83932203831913.68","86864501401239.22","88338095134829.57","92698781010842.26","97628425856991.92","104289428155624.6","105930719669905.4","110424847509645.8","110499978097689.9","108990460314706.4","106468267857064","105580264247187.1","105557665430350.4","110118543494083.8","114586513499573","117031206067981.7","122657033295708.1","129307035067232.7","137707197796529.3","137347592899579.9","152586625973568.3","159127055175127.1","158000367021147","171103458311708.7","180174060966245.8","185502081243604.3","193419357992100","202722981633364.4","209218733463235.5","208377977311189.1","206669725095244.2","214925385156083.3","214865040185150.2","226222474994429.6","236785132138552.8","252513880786511.6"
"IMF.STA:ANEA(6.0.1)","HND.B1GQ.V.XDC.A","OBS_VALUE","Honduras","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106654200000","118415700000","129166600000","142817800000","161507500000","183747400000","206288000000","233567200000","262416900000","275632200000","299286000000","335027800000","361348500000","376539400000","414633500000","460405200000","495921900000","543403000000","575284900000","609827000000","574041900000","675932700000","769494100000","845209600000","917081700000","1027762500000"
"IMF.STA:ANEA(6.0.1)","PRY.B1GQ.V.XDC.A","OBS_VALUE","Paraguay","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","45448000000","48372000000","51452000000","55892000000","58702000000","62077000000","65224000000","70093000000","74921000000","83736000000","96899000000","125437000000","168017900000","190439000000","214069000000","263612000000","322542000000","430514000000","560459000000","708689000000","737040000000","828294314022.293","1097250186080.568","1446575378249.061","1926794465963.349","2652657875499.429","3574774163805.331","5025116749604.909","7147738440418.63","9255684159373.961","10738283273766.33","12645361493907.51","14992331683506.49","17789145328094.49","20132862098148.2","21702866395208.15","25248610402376.49","27563440659493.23","30874087613306.9","34883186504131.21","41135696942260.03","49411959699781.92","57501991731711.01","66335828408449.23","75681657797839.79","89866048799896.75","107403590628069.2","111030933590145","129092883480036.6","141486449392571.3","147225506094664.6","166350805107454.2","180174060966245.8","188477326977428.9","204647273075048.4","219122277202831","230576477470411.3","236681497060741.3","239914728793760.8","270542155859307.6","292166751077890.4","314445334076779.4","338236551174028.5","371826242191996.4"
"IMF.STA:ANEA(6.0.1)","HND.B1GQ.Q.XDC.A","OBS_VALUE","Honduras","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106654200000","109558600000","113671800000","118840500000","126247000000","133885700000","142678300000","151507700000","157918900000","154078900000","159827800000","165958300000","172810200000","177634300000","183066500000","190096400000","197496800000","207061400000","215022900000","220526700000","200756300000","225981900000","235345700000","243761200000","252615600000","262092300000"
"IMF.STA:ANEA(6.0.1)","URY.B1GQ.Q.XDC.A","OBS_VALUE","Uruguay","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1733770027852.07","1763944153790.14","1766850739684.01","1783253316751.55","1652053538637.08","1748604061255.15","1829148785285.37","1843082312475.18","1904378789566.32","1938366451844.75"
"IMF.STA:ANEA(6.0.1)","CRI.B1GQ.Q.XDC.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12531801100000","13684865100000","14656106100000","15318419700000","15954739700000","16170202000000","17055709100000","18264709400000","19022293100000","19745534400000","20434884600000","21133119300000","22045474100000","23020898100000","23936362400000","25690106700000","27800582900000","29117823200000","28863491800000","30410674100000","31749704500000","33299913200000","34130668100000","35339613900000","36630245200000","38170299100000","39757305300000","40891525400000","41998924800000","40259500100000","43568098100000","45947436700000","48149181500000","50115076200000","52400491800000"
"IMF.STA:ANEA(6.0.1)","CRI.B1GQ.V.XDC.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881040100000","1151917900000","1362412400000","1647124700000","2079862900000","2425725600000","2934156500000","3519453800000","4072330200000","4627050500000","5254084500000","5965391300000","6885560000000","8150137800000","9577022200000","11613320000000","13889052900000","16208974700000","17626147700000","19802010600000","21623524600000","23752868600000","25462954600000","28001327600000","30171918900000","32056288200000","34343647500000","36099880400000","38029383400000","36735629100000","40716611000000","45947436700000","47611318100000","49819173500000","51812301800000"
"IMF.STA:ANEA(6.0.1)","CHL.B1GQ.Q.XDC.A","OBS_VALUE","Chile","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81635498600000","87669781800000","91335156000000","91085234300000","95613647400000","98629335200000","101788234700000","106595942700000","113710426900000","120347756500000","127628784700000","134224935100000","139311245100000","137753693500000","145814559000000","154889906600000","164423907000000","169863885500000","172908949600000","176629850800000","179726240500000","182166375300000","189434867400000","190655251200000","178949596500000","199237833900000","203349940700000","204726670300000","210469512100000","215645493600000"
"IMF.STA:ANEA(6.0.1)","CHL.B1GQ.V.XDC.A","OBS_VALUE","Chile","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32393861800000","35946985000000","37741618700000","38461785400000","42215029900000","45409054800000","48428963200000","52897338900000","60391763200000","68467939800000","81577533500000","90159479200000","93867121300000","96138477300000","110777866900000","121509298500000","129973394000000","137309192000000","147951290000000","158622902900000","168764687900000","179314910100000","189434867400000","195548149800000","201306507300000","239556270800000","262954242500000","282096646100000","310681169600000","339977710100000"
"IMF.STA:ANEA(6.0.1)","DOM.B1GQ.Q.XDC.A","OBS_VALUE","Dominican Republic","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","999126432807.31","1111402907308.902","1193276572657.102","1224227578343.073","1294008410626.238","1371146751910.005","1493172674151.481","1593302679177.217","1688207916572.027","1766738714778.33","1810366034831.826","1891588173447.041","1866063887494.513","1914312213521.576","2094866108439.789","2286990605328.344","2456648848472.385","2536934263122.648","2562391204269.415","2777661415443.639","2866323319867.775","2945883025338.945","3091254487264.283","3311080589284.54","3542449342228.293","3780492755471.131","3929212114490.711","4208088588763.32","4414033711635.97","4064042668165.472","4633513757756.03","4876215194166.34","4983116385892.15","5229968840811.05","5340694782595.6"
"IMF.STA:ANEA(6.0.1)","DOM.B1GQ.V.XDC.A","OBS_VALUE","Dominican Republic","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123551906708.0992","145067281337.8577","163513029953.9408","184769394633.3497","214122962653","235250330659","280362823942","318648990755","350520116874","393302968400","427319066343","477430189773","628611039726","935984734547","1083445000855","1261399667615","1458416518056","1661642680488","1736041063667","1983201682219","2210213934452","2386016246957","2619769696513","2925665101870","3205655136147","3487292512703","3802655772443","4235846766949","4562235075736","4456657376752","5427464118965.17","6257295202709.75","6764533295883.26","7402888491016.15","7897551288615.23"
"IMF.STA:ANEA(6.0.1)","AZE.B1GQ.V.XDC.A","OBS_VALUE","Azerbaijan, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5315600000","6062500000","7146500000","8530200000","12522500000","18746200000","28360500000","40137200000","35601500000","42465000000","52082000000","54743700000","58182000000","59014100000","54380000000","60425200000","70337800000","80092000000","81896200000","72578100000","93203200000","133972700000","123128400000","126524200000","129094000000"
"IMF.STA:ANEA(6.0.1)","MAC.B1GQ.V.XDC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:ANEA(6.0.1)","USA.B1GQ.V.XDC.A","OBS_VALUE","United States","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","299827300000","346913300000","367340800000","389217500000","390549000000","425479500000","449352500000","474039500000","481228500000","521654300000","542382300000","562209800000","603921500000","637451500000","684461500000","742290300000","813413800000","859956300000","940646500000","1017615000000","1073310500000","1164849800000","1279112000000","1425376000000","1545242500000","1684905000000","1873412500000","2081825000000","2351598800000","2627326300000","2857308500000","3207041300000","3343789300000","3634036500000","4037614000000","4338980500000","4579632500000","4855216300000","5236438000000","5641579500000","5963144500000","6158129300000","6520327300000","6858558500000","7287236500000","7639749300000","8073121800000","8577552500000","9062816800000","9631171800000","10250952000000","10581929000000","10929108300000","11456449500000","12217195800000","13039197000000","13815583000000","14474227000000","14769861800000","14478067300000","15048971000000","15599731500000","16253970000000","16880683300000","17608138300000","18295019000000","18804913300000","19612102500000","20656515500000","21539981500000","21375281500000","23725645500000","26054614300000","27811517000000","29298012800000","30762098800000"
"IMF.STA:ANEA(6.0.1)","PER.B1GQ.V.XDC.A","OBS_VALUE","Peru","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120263000000","135606000000","154905000000","162586000000","169859000000","180584000000","182527000000","192691000000","204337000000","227935000000","250749000000","290271000000","319693000000","352719000000","363943000000","416784000000","473049000000","508131000000","543556000000","570041000000","604416000000","647668000000","687989000000","731588000000","761984000000","703915000000","878281000000","943706000000","999447000000","1085708000000","1194448000000"
"IMF.STA:ANEA(6.0.1)","PER.B1GQ.Q.XDC.A","OBS_VALUE","Peru","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195536000000","201009000000","214028000000","213190000000","216377000000","222207000000","223580000000","235773000000","245593000000","257770000000","273971000000","294598000000","319693000000","348870000000","352693000000","382081000000","406256000000","431199000000","456435000000","467308000000","482506000000","501581000000","514215000000","534626000000","546605000000","486843000000","551898000000","567401000000","565113000000","583784000000","605708000000"
"IMF.STA:ANEA(6.0.1)","CPV.B1GQ.Q.XDC.A","OBS_VALUE","Cabo Verde","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150752042508.592","161363495844.528","158937255650.99","161856009904.134","168208402197.526","170031190037.306","171106019582.89","172298058500.082","173910814000","181355440000","189609497049.203","196638253944.387","210300338316.8","166546772679.623","178260890072.05","206503967448.247","216405339890.571","231529655492.303","246109043596.52"
"IMF.STA:ANEA(6.0.1)","CPV.B1GQ.V.XDC.A","OBS_VALUE","Cabo Verde","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132984301000","147629989000","148252372000","151962910000","162265346000","165135169000","168546702000","169550647000","173910814000","184402075000","195295176000","205986237000","221828589000","176319797000","191268854000","235627660000","254972754000","276587988993.887","299131488929.49"
"IMF.STA:ANEA(6.0.1)","USA.B1GQ.Q.XDC.A","OBS_VALUE","United States","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","2458531800000","2656320000000","2764803000000","2894411800000","2877707800000","3083025800000","3148765000000","3215065300000","3191216000000","3412421300000","3500272500000","3590066300000","3810123300000","3976141800000","4205277300000","4478555300000","4773931300000","4904863800000","5145914300000","5306594500000","5316391300000","5491445500000","5780048300000","6106370500000","6073362800000","6060875300000","6387436500000","6682804500000","7052711300000","7275999300000","7257316500000","7441485000000","7307314000000","7642265500000","8195295300000","8537003800000","8832611300000","9137744800000","9519426800000","9869003300000","10055128500000","10044237500000","10398046300000","10684178800000","11114646300000","11413012300000","11843599000000","12370299500000","12924875800000","13543774000000","14096033000000","14230726000000","14472711500000","14877312500000","15449757300000","15987957500000","16433147500000","16762445500000","16781484800000","16349110500000","16789750500000","17052410500000","17442759300000","17812167000000","18261714300000","18799622000000","19141672300000","19612102500000","20193895300000","20715671500000","20284500000000","21532407000000","22075931300000","22723718800000","23358434800000","23850442300000"
"IMF.STA:ANEA(6.0.1)","TTO.B1GQ.Q.XDC.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174545600000","180383500000","187049300000","185992800000","172222900000","163924200000","162308700000","163074500000","148556300000","147201500000","148794500000","150918000000","146533947501.164",""
"IMF.STA:ANEA(6.0.1)","TTO.B1GQ.V.XDC.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174546700000","184004900000","188902800000","171177800000","157549900000","161676500000","161745900000","159321300000","141713600000","163403000000","192562400000","172059900000","164720744751.3212",""
